time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
21.909952,0.044824,-0.006518,0.042692
21.949936,0.058491,-0.004387,-0.018202
21.979948,0.036395,-0.020381,0.088562
22.019945,0.163333,0.046496,0.088899
22.059944,0.058193,0.033888,0.193564
22.089941,0.112597,-0.037544,-0.045109
22.119914,0.058266,0.025518,-0.128089
22.149912,-0.120616,0.160149,0.069291
22.179912,0.013731,0.052430,-0.453812
22.209910,-0.021473,0.218748,-0.313989
22.249924,-0.010812,0.099253,-0.170406
22.299907,0.172898,0.164879,-0.054695
22.329906,0.078053,0.080663,0.371182
22.359904,0.090639,0.088133,0.298564
22.389926,0.060300,0.059488,0.156308
22.419925,0.217885,0.095224,0.471664
22.449923,0.213913,-0.023041,0.349210
22.489914,0.431035,0.090619,0.188445
22.519917,0.002192,-0.059750,0.090490
22.549912,-0.000372,-0.060739,-0.053757
22.589915,0.222731,0.018841,-0.310872
22.629912,0.063429,0.030691,0.167902
22.659912,0.106327,-0.068483,0.030584
22.689911,0.265864,0.071813,0.164875
22.719909,0.220572,0.114502,0.279446
22.749907,0.050372,0.001791,0.463711
22.779906,0.148914,0.050540,0.602856
22.819873,-0.074826,-0.056668,0.679249
22.849902,0.174826,-0.078471,0.516664
22.879900,0.243103,-0.149940,0.288672
22.929897,0.153459,-0.223305,0.305385
22.959876,-0.031150,-0.162196,0.453213
22.989895,0.033278,-0.134522,0.247136
23.019893,0.194655,-0.119876,0.075156
23.049891,0.231891,-0.115688,0.060211
23.089890,-0.092377,0.011725,0.427472
23.119888,-0.071489,-0.125683,0.095488
23.149885,0.138032,-0.102649,-0.009145
23.199860,0.131420,-0.120731,-0.062666
23.229883,0.034433,-0.185565,-0.019192
23.259881,-0.026036,-0.107772,0.319953
23.279867,0.021564,-0.165254,-0.073569
23.319865,0.120055,-0.079162,0.004879
23.349853,0.140756,-0.193246,-0.060930
23.389873,-0.019617,-0.054282,-0.087908
23.419871,0.161684,-0.113232,-0.276325
23.449870,0.057025,0.029816,-0.192173
23.489850,0.126789,-0.027858,-0.295079
23.519857,-0.113579,0.119667,-0.022821
23.549865,0.052796,0.033021,-0.185744
23.589840,0.069698,0.066964,0.085829
23.619851,0.058436,0.019981,0.290718
23.649852,0.232073,0.057976,0.274859
23.679851,0.011134,0.117055,0.382082
23.739848,0.208636,0.005764,0.331206
23.749832,0.169873,-0.085813,0.293316
23.799826,0.023283,0.044596,0.256671
23.829831,0.082869,-0.066291,0.016711
23.859830,0.111529,-0.068475,-0.010019
23.889829,0.095686,0.064875,-0.122539
23.919827,0.138924,-0.045022,-0.133838
23.949820,0.035424,0.012673,0.081264
23.979834,0.238915,-0.047365,-0.162724
24.019871,0.015901,-0.031133,0.368445
24.049870,0.189776,-0.081537,0.179009
24.079868,0.127016,-0.070739,0.186562
24.129864,0.133897,-0.039726,-0.040852
24.159863,0.056759,0.139554,-0.052670
24.189837,0.009597,0.004243,0.000021
24.219860,0.143361,0.011298,0.215858
24.249859,0.122094,-0.126086,0.029195
24.279858,0.156260,-0.062353,0.342597
24.309856,0.104830,-0.031250,0.198538
24.339826,0.008913,-0.034219,0.171832
24.379853,0.222106,0.023753,0.541789
24.429844,0.039940,-0.047289,0.592728
24.459848,0.162188,-0.036865,0.514758
24.489847,0.109809,-0.036713,0.445322
24.519846,0.110679,-0.086817,0.438635
24.549843,0.182183,-0.156165,0.219202
24.579841,0.068188,-0.197498,0.244645
24.609840,0.055381,-0.085462,0.104227
24.649812,0.134938,-0.074925,-0.007923
24.679818,0.176608,-0.155044,0.133732
24.729835,0.017208,-0.173937,0.259745
24.759833,0.168867,-0.224314,0.118395
24.779831,0.151032,-0.160316,0.132641
24.819829,-0.018785,-0.097088,0.239875
24.849828,0.067206,-0.243201,-0.030201
24.879827,0.121224,-0.113316,0.079483
24.919817,0.136486,-0.265595,-0.335922
24.949805,0.132264,-0.121764,-0.135327
24.979814,0.125721,-0.162258,-0.139822
25.019819,0.088856,-0.314601,-0.184458
25.059818,0.094331,-0.235704,-0.225695
25.089815,0.230211,-0.210343,-0.391200
25.119813,-0.005288,-0.102221,-0.224938
25.149811,0.064380,-0.064944,-0.470496
25.179788,0.174211,0.006250,-0.498980
25.209789,0.048419,0.020250,-0.210388
25.249807,0.068316,0.052085,-0.002935
25.279805,0.102015,-0.123932,0.077292
25.329785,0.096345,-0.087595,-0.080639
25.359785,0.100897,0.006214,-0.091878
25.389782,0.397253,0.246559,-0.251965
25.419798,0.060513,0.146029,-0.228931
25.449796,0.429503,0.297111,0.859508
25.479794,0.295942,0.166987,-0.568644
25.519790,0.027487,0.102022,0.527307
25.549790,0.298447,0.256888,0.875345
25.599789,-0.118944,0.180137,0.604701
25.629787,0.213470,-0.167861,0.013985
25.659786,0.027584,-0.126981,0.114690
25.689783,-0.212599,-0.039046,0.162242
25.719765,0.240194,-0.015228,-0.484155
25.759783,0.128544,0.236212,0.339971
25.789752,0.300215,-0.151788,-0.549028
25.819750,0.154623,0.088323,-0.379924
25.849752,0.208881,0.001806,-0.293867
25.889773,0.012071,0.058582,0.051605
25.919772,-0.069482,-0.158735,0.093169
25.949769,0.151875,0.023013,0.200962
25.989767,0.132661,-0.021912,0.592845
26.019767,-0.064645,-0.146215,0.627468
26.049765,0.294448,-0.321656,0.211855
26.079762,0.048979,-0.252915,0.294563
26.119759,0.145622,-0.276384,-0.116948
26.149757,0.044962,-0.360330,-0.211410
26.189749,0.060059,-0.299420,-0.574357
26.219748,-0.123665,-0.187082,-0.545916
26.249745,0.163077,-0.226008,-0.747069
26.279746,-0.161569,-0.138891,-0.814895
26.309751,0.056622,-0.203195,-1.123017
26.349743,-0.071717,0.031508,-0.874882
26.379726,0.072521,0.101502,-0.790123
26.419745,0.461577,0.256292,-0.827829
26.449744,0.119154,0.351754,-0.441507
26.489740,0.118362,0.199175,-0.173093
26.519740,0.052193,0.312243,-0.000433
26.549739,0.226222,0.396216,-0.294909
26.579737,0.202700,0.464377,-0.050919
26.619706,0.338696,0.536478,0.123605
26.649733,0.013823,0.522122,0.453758
26.679732,0.113984,0.368282,0.658034
26.719721,-0.007928,0.275667,0.943902
26.749712,0.238419,0.218688,0.785398
26.799725,-0.007530,-0.002804,1.400743
26.829721,-0.010434,-0.230591,0.695373
26.859723,0.180552,-0.021841,0.229557
26.889722,0.161001,-0.116493,-0.144921
26.919719,0.403598,-0.224748,-0.073987
26.949688,0.404049,-0.448652,-0.018589
26.989715,0.250168,-0.236118,-0.096451
27.019714,0.282452,-0.121937,-0.470862
27.049712,0.043741,-0.088648,0.131992
27.099710,-0.107653,-0.212901,-0.146456
27.129713,-0.259289,-0.133727,-0.030590
27.159680,0.116807,-0.207865,-0.574935
27.189680,-0.075740,0.152905,-0.581454
27.219675,0.237710,-0.100148,-1.215450
27.259702,0.059338,0.116182,-0.231232
27.279674,-0.010902,0.104602,-0.206704
27.309700,0.132592,0.383615,-0.257560
27.349696,0.234975,0.825681,-0.004065
27.379696,-0.154961,0.271031,0.204535
27.429694,-0.544994,0.390367,-0.046874
27.459691,0.514138,0.026422,0.281029
27.489690,0.223282,0.274053,0.999399
27.519689,-0.642488,0.586431,0.591031
27.549687,-0.126297,0.271872,0.531483
27.579686,0.613391,0.315774,1.089286
27.619676,0.491471,-0.125646,1.778185
27.649675,1.416400,1.326758,1.045503
27.689679,0.160255,0.046659,-0.228433
27.719678,-0.135725,-0.213474,1.147458
27.749676,-0.171943,-0.176947,0.743788
27.779674,0.037494,-0.181633,0.643276
27.819674,1.029861,-0.104589,-0.148268
27.849672,-0.201415,-0.265296,0.604409
27.879670,0.180019,-0.244689,0.310604
27.919668,-0.033716,-0.111268,0.959945
27.949666,0.202030,-0.592245,0.242443
27.979665,-0.029018,-0.279362,0.234602
28.029644,-0.015809,-0.482849,-0.095607
28.059635,-0.041955,-0.177971,0.063140
28.089642,0.224447,-0.251858,-0.489726
28.119641,-0.181227,-0.393162,0.383597
28.149640,0.467280,-0.257750,-0.458830
28.179638,0.091098,-0.095063,-0.046488
28.209637,0.271877,-0.354462,-0.176173
28.249651,-0.042402,-0.246165,-0.006685
28.299649,0.070167,-0.238553,-0.825114
28.329646,0.170621,0.175751,-0.472404
28.359645,-0.142834,0.139192,-0.570829
28.389644,0.015895,-0.006073,-0.729798
28.419643,0.205842,0.159482,-0.069691
28.449641,0.316911,0.117576,0.091390
28.489633,0.074994,0.160474,0.679339
28.519644,0.097085,0.000466,0.775684
28.549629,0.312719,0.164158,0.771190
28.599633,0.115924,0.044211,0.615651
28.629631,0.082345,-0.165756,0.668996
28.649630,0.068494,-0.160390,0.659413
28.679629,0.322527,-0.309875,-0.025286
28.719627,0.137796,-0.196478,0.021325
28.749626,0.067995,-0.374185,-0.325818
28.789624,0.001315,-0.186364,-0.411315
28.819622,0.035602,-0.087275,-0.454585
28.849620,0.113393,-0.038393,-0.489594
28.879619,0.206661,-0.037641,-0.278057
28.929615,-0.001275,-0.049205,0.342707
28.959612,0.133985,-0.298945,0.290016
28.979614,0.029548,-0.176201,0.472354
29.019616,0.137818,-0.173015,0.001153
29.049615,0.263391,-0.167954,-0.026629
29.079614,0.157089,-0.177343,0.041726
29.109612,0.101563,-0.170791,-0.019127
29.149617,0.153086,-0.042973,-0.029121
29.199609,-0.049785,-0.118157,-0.132059
29.229608,-0.075904,-0.041204,-0.410499
29.259608,0.040555,0.080070,-0.417339
29.289605,-0.039675,0.181472,-0.304574
29.319604,0.137649,0.193953,-0.481912
29.349607,-0.014922,0.245199,0.065459
29.379601,0.062370,0.202428,-0.029888
29.409604,0.070820,0.221446,0.281138
29.439599,0.060769,0.160569,0.551127
29.499578,0.194639,0.163515,0.451744
29.529595,0.116012,0.124373,0.196185
29.559592,-0.027799,0.037241,0.273738
29.589577,0.112864,-0.033497,0.395121
29.619576,0.119589,-0.037659,0.156829
29.649591,0.078024,-0.055692,0.164219
29.679589,0.068935,-0.130246,0.060170
29.719587,0.090423,-0.132460,0.127466
29.749586,0.164076,-0.029187,0.069251
29.789584,0.116581,-0.087642,-0.078507
29.829583,0.119357,-0.099488,0.151147
29.849582,0.000906,-0.100244,0.063557
29.889578,-0.018496,-0.151363,0.044048
29.919549,0.233837,-0.157263,0.047161
29.949548,0.217283,-0.205130,-0.091999
29.989574,0.185093,-0.209109,-0.525809
30.019573,-0.521985,-0.012823,0.283197
30.049559,-0.277995,-0.224428,0.228552
30.099542,-0.159304,-0.027267,-0.188162
30.129540,0.112210,-0.152856,0.315398
30.159567,-0.069741,-0.044556,-0.126307
30.189565,0.423071,-0.024306,-0.204311
30.219553,-0.122334,-0.190504,-0.097180
30.249536,-0.034602,-0.058502,-0.109297
30.279534,0.267696,-0.082636,-0.110570
30.339529,0.083274,0.097911,-0.039015
30.349557,0.249560,0.064438,0.062266
30.379555,-0.027812,0.125953,-0.189488
30.429553,0.036845,0.100079,0.098840
30.459528,0.025359,0.091535,0.184273
30.489551,-0.011156,0.025534,0.156139
30.519548,0.099908,0.031630,0.259787
30.549547,0.152024,-0.003679,0.282018
30.579546,0.185618,0.024058,0.089839
30.619524,0.194421,0.059191,0.144522
30.649534,-0.098843,-0.023274,0.086441
30.689540,0.091947,-0.013070,0.142012
30.729538,0.165525,-0.014320,0.180452
30.749537,0.033620,-0.019377,0.227468
30.789534,0.125674,-0.076023,0.099988
30.819533,0.125621,-0.080281,0.087143
30.849532,-0.066956,-0.075604,0.128884
30.879531,0.088144,-0.100429,0.040029
30.919529,0.150969,-0.064129,-0.356187
30.949526,0.006027,-0.084047,-0.378700
30.989525,0.199003,0.056278,-0.455972
31.029521,-0.035903,0.181368,-0.111183
31.059503,-0.040498,-0.127905,0.136070
31.089500,0.666936,0.259418,0.546184
31.119500,0.101152,0.030706,-0.035115
31.149499,-0.156626,-0.143632,0.130669
31.179498,0.557520,-0.020390,-0.111365
31.209497,0.245702,0.060114,0.201143
31.249512,-0.078408,0.017006,0.463825
31.299510,0.060647,-0.021638,0.366350
31.329508,-0.047072,-0.153460,0.103877
31.359507,-0.106128,0.007649,0.106914
31.389505,0.010364,-0.062736,-0.377515
31.419503,0.193551,-0.007865,-0.068471
31.459501,0.089941,-0.176113,0.017174
31.479501,0.131692,-0.114377,0.020709
31.519499,0.247236,-0.152953,-0.105609
31.549485,-0.083622,-0.168254,0.004437
31.599494,-0.356861,-0.108861,-0.286862
31.629494,-0.170634,-0.177532,-0.241340
31.659491,-0.050230,0.085304,0.193873
31.689458,-0.032222,0.104654,-0.215247
31.719488,0.102846,0.003040,-0.148524
31.749488,0.161112,-0.040952,0.160006
31.789485,0.203265,-0.095376,0.077425
31.819484,0.156728,-0.054789,0.134288
31.849482,-0.004850,-0.107627,-0.072178
31.879481,0.046234,-0.084271,-0.107321
31.929478,0.046095,-0.132249,-0.097968
31.959476,0.029733,-0.024588,0.001995
31.989456,0.043349,-0.080049,-0.008998
32.009475,0.067816,-0.027833,-0.077099
32.049462,0.075486,0.003048,-0.040603
32.079461,0.118868,0.027529,-0.160147
32.109456,-0.065609,-0.120104,-0.436578
32.149468,0.183663,0.174611,-0.382662
32.179465,-0.010897,0.068508,-0.518894
32.229455,0.245111,0.132747,-0.080532
32.259454,0.259499,0.125158,0.110678
32.289453,0.137933,-0.057832,-0.094376
32.309451,0.312207,0.218820,0.180630
32.349457,0.181587,0.207324,0.308814
32.389456,0.232717,0.091112,0.095539
32.419454,0.101643,0.085917,0.420354
32.449451,0.072717,0.093478,0.352021
32.499433,0.210122,0.101693,0.360581
32.529448,-0.020270,-0.054524,0.405721
32.559447,0.072818,-0.031166,0.175039
32.589441,0.285453,-0.015593,0.052201
32.619443,0.158858,-0.053727,0.133225
32.649443,-0.009543,-0.055453,0.077695
32.679441,-0.011313,-0.007507,0.142067
32.719439,0.121612,-0.067338,-0.200202
32.749437,0.176635,0.106114,0.195002
32.779436,-0.024791,-0.036162,-0.058958
32.829431,0.111360,0.194674,0.338678
32.859429,0.052344,-0.148240,-0.125838
32.889425,0.103233,0.088135,0.237659
32.919427,0.030140,-0.017189,0.129182
32.949425,0.225139,-0.320241,-0.179179
32.989426,0.278236,0.248572,0.535532
33.019424,0.597914,0.405854,0.082224
33.049422,-0.172681,0.097314,0.177941
33.079420,-0.023466,-0.385013,0.433823
33.129419,-0.368610,-0.029894,-0.391134
33.159417,0.765797,0.029168,0.049128
33.189416,0.429069,0.071572,-0.090528
33.219399,0.053064,0.031909,-0.094931
33.249399,0.347713,-0.105068,-0.386376
33.289411,0.054602,0.264190,0.148887
33.319408,-0.382479,-0.057767,-0.011980
33.349408,0.151698,-0.408615,-0.067458
33.389406,-0.118147,-0.225702,-0.080279
33.419403,0.090172,-0.278378,-0.142589
33.459403,0.084039,-0.163205,-0.191104
33.489402,0.229270,0.649928,-0.282830
33.519400,0.292894,0.306531,-0.326403
33.549398,0.118587,0.197720,0.615425
33.589384,-0.072709,0.160042,0.067142
33.619384,0.059829,0.082858,0.327391
33.649382,0.148394,0.063602,0.058011
33.679392,-0.044864,0.119419,0.168416
33.729389,0.516137,-0.064054,-0.013296
33.759387,0.015927,-0.146164,0.155189
33.789386,0.198422,-0.087803,-0.126609
33.819385,0.232037,-0.065578,0.050871
33.849383,0.153613,-0.012127,0.111017
33.879380,0.198597,0.083904,-0.267770
33.919380,0.103743,0.038266,-0.245561
33.949379,0.178797,-0.208218,-0.140087
33.989375,-0.005819,-0.050215,0.248677
34.029383,0.104720,-0.002256,-0.227620
34.049359,0.001366,-0.083079,-0.158590
34.089351,0.065230,0.044783,-0.313898
34.119360,-0.084228,-0.036951,-0.350639
34.149355,0.203446,0.017662,0.006459
34.189376,0.246982,0.074118,-0.099018
34.209354,-0.000116,0.062954,-0.111843
34.249373,0.340573,0.402288,-0.160276
34.299366,0.252201,0.313952,-0.057100
34.329348,0.112457,0.015814,-0.153799
34.359347,-0.129900,0.034252,0.315416
34.389366,0.171840,0.017678,0.118656
34.419364,0.144846,0.046426,0.315418
34.449363,0.130730,0.015569,0.259691
34.479362,0.127775,-0.042956,0.052088
34.519355,0.196428,0.004806,0.166660
34.549347,-0.017338,-0.009686,0.265998
34.599355,0.276584,0.064311,0.197954
34.629354,0.254418,0.059170,-0.087349
34.659353,0.206231,-0.040945,-0.062245
34.689351,0.048678,0.001006,-0.101510
34.719349,0.195175,0.108308,-0.016546
34.759334,0.353227,0.265744,-0.042430
34.789344,0.059787,0.005172,0.048095
34.819333,-0.062134,-0.240869,0.153618
34.849323,-0.209216,-0.406741,-0.058815
34.889341,0.053372,-0.221838,-0.052518
34.919339,-0.091423,-0.172446,-0.106704
34.959338,0.114525,0.168180,0.004103
34.989335,-0.603003,-0.030583,-0.084433
35.019316,-0.333215,-0.015258,0.034186
35.049319,-0.440894,-0.323264,0.345579
35.089331,-0.002829,-0.436869,-0.437265
35.109316,0.242735,0.375647,0.265918
35.139315,0.094708,-0.030072,0.016908
35.199316,0.074758,-0.033273,0.114125
35.229311,0.342606,-0.042158,-0.387097
35.259310,-0.053519,0.030926,0.225629
35.279309,0.237092,-0.014519,0.257364
35.309308,-0.034250,-0.030827,-0.023668
35.349307,0.210045,-0.080347,-0.165035
35.379302,0.098877,-0.068467,0.031654
35.419315,0.295011,-0.013477,0.041526
35.449314,0.254112,0.004645,0.229685
35.489312,0.187322,-0.128412,0.125328
35.529309,-0.052338,-0.108657,0.071002
35.559308,0.117169,-0.153699,-0.161142
35.589307,0.233108,0.118955,-0.161808
35.619306,0.212759,-0.036715,-0.020553
35.649304,0.047465,-0.231504,0.119453
35.679296,-0.007333,-0.092630,-0.207789
35.719276,0.152724,0.231050,-0.113092
35.749299,0.289848,-0.018651,-0.254466
35.799296,-0.069168,0.028950,-0.020125
35.829295,0.153131,-0.036406,-0.377404
35.859294,0.198055,0.074220,-0.081911
35.889293,0.055514,0.027584,0.017234
35.919291,0.109296,0.048883,-0.181396
35.949289,0.198591,-0.012096,-0.158246
35.989287,0.067736,0.171476,0.020159
36.019286,0.138529,0.234340,-0.234875
36.049284,0.134245,0.203420,-0.207264
36.099286,0.073948,0.170424,-0.037546
36.129283,0.150295,0.112703,-0.075277
36.159274,0.037056,0.318540,0.270995
36.189273,0.350181,0.330795,-0.068784
36.219271,-0.029264,0.324965,0.516793
36.249254,0.173778,0.185891,0.570472
36.279257,0.110069,0.223340,0.585651
36.309257,0.084699,0.245767,0.621040
36.349270,0.113623,0.098646,0.495214
36.399249,0.202317,-0.020900,0.385552
36.429248,0.125611,-0.052896,0.763631
36.459247,0.142963,-0.118055,0.944908
36.489260,0.255083,-0.310188,0.920319
36.519259,0.268485,-0.357256,1.183967
36.559242,0.270537,-0.507300,0.621130
36.579257,0.257486,-0.692654,0.389326
36.619256,-0.172142,-1.376775,-0.417817
36.649237,0.200739,-0.489454,-0.664117
36.689253,-0.195655,-0.643179,-0.589007
36.719252,0.257964,-1.014888,-1.210867
36.759231,0.114750,-0.408234,-0.673267
36.789248,0.146118,-0.285541,-1.008097
36.819247,0.014477,-0.201390,-0.265021
36.849246,0.249853,-0.326209,-1.164341
36.879243,0.059614,0.381741,-0.447739
36.909225,0.466025,0.084690,-0.920661
36.939222,0.421540,0.124044,-0.532582
36.979225,0.247496,0.106033,0.035783
37.029208,0.176212,0.079342,0.440601
37.059207,-0.052714,0.139418,0.724129
37.089235,-0.243331,0.066426,0.443836
37.119203,-0.427802,0.085020,0.331793
37.149203,-0.126525,-0.013611,0.075816
37.179202,-0.111189,0.078018,0.112644
37.209229,-0.250835,0.021826,0.123053
37.249227,0.852610,0.234032,-0.710513
37.289224,0.401956,0.325060,0.516691
37.319222,0.302302,0.092134,-0.135260
37.349221,0.264611,0.104914,0.063553
37.389205,0.444377,-0.090665,0.232321
37.419219,0.160928,-0.057097,0.472977
37.459205,-0.414225,0.002898,0.338817
37.489204,-0.086767,-0.004160,0.185910
37.519203,0.105628,-0.047208,0.127931
37.549203,0.106068,0.265257,-0.088318
37.589210,0.143389,0.189430,0.018103
37.619208,-0.056596,-0.041621,0.349172
37.659207,0.460506,0.542358,0.616170
37.689206,0.443504,0.074992,-0.607649
37.719204,0.372736,-0.077654,0.115947
37.749202,-0.144445,-0.164178,0.666922
37.789200,0.127193,-0.049434,0.220870
37.819199,0.437985,-0.116250,0.261031
37.849198,-0.123068,-0.372068,0.580297
37.879196,-0.110006,-0.054448,0.662174
37.929171,0.066181,-0.100270,-0.183274
37.959170,0.201523,-0.197663,-0.029983
37.989169,0.120174,-0.271010,-0.088064
38.019167,0.012194,-0.227135,0.069267
38.049166,0.164220,-0.126105,-0.125742
38.079165,0.094042,-0.108895,-0.113878
38.109164,0.185725,-0.166547,-0.364237
38.149183,-0.126948,-0.266170,-0.127512
38.189160,0.001560,-0.175738,-0.341806
38.219180,0.076520,-0.123709,-0.259266
38.249152,0.346661,-0.111468,-0.374657
38.289176,0.058169,-0.091802,-0.024025
38.319153,0.250997,0.105083,-0.216380
38.349174,0.253453,-0.035604,-0.299426
38.379172,0.387786,0.145226,-0.095456
38.419166,0.137772,-0.186874,0.002145
38.449165,-0.004837,-0.500886,-0.322223
38.499148,-0.096817,-0.089396,0.128816
38.529147,0.195127,-0.066445,-0.185256
38.559139,0.135258,0.221385,0.110168
38.589144,0.138782,0.062562,0.049460
38.619144,0.194964,0.128435,0.245338
38.649159,0.119010,-0.038804,0.320298
38.689157,0.167792,-0.154975,0.034368
38.719156,-0.040666,-0.040584,0.334216
38.749154,0.212226,0.042133,0.065357
38.779154,0.096670,-0.089783,0.030469
38.819124,-0.322755,0.173378,0.107876
38.859133,0.207092,-0.008737,-0.523645
38.889132,0.197354,0.238431,-0.151527
38.919131,0.220795,0.009388,-0.590861
38.949130,-0.025286,0.138682,-0.071887
38.979128,-0.076825,0.049267,-0.111900
39.009128,0.465753,0.167586,-0.396658
39.049147,-0.064053,0.373162,0.221101
39.079145,0.095952,-0.061929,-0.241836
39.129128,0.208426,0.110509,-0.216340
39.159141,0.218859,0.198881,-0.035287
39.189140,-0.187664,0.136828,0.106575
39.219139,-0.149916,0.179506,-0.137878
39.249137,0.168957,0.096743,-0.224954
39.279122,0.165675,0.305485,0.214264
39.319133,-0.110866,0.097165,0.198226
39.349104,0.210112,0.382058,0.386697
39.389129,0.244164,0.274249,0.505764
39.429128,0.309911,0.264545,0.427698
39.459127,-0.059153,0.141574,0.704910
39.489126,-0.002527,-0.020546,0.602501
39.519125,0.145349,0.063409,0.464027
39.549123,0.357149,0.116280,0.374517
39.579121,0.092369,-0.161409,0.455325
39.609119,0.089437,-0.051577,0.415328
39.649117,0.045892,-0.084389,0.134152
39.679116,0.283031,-0.010382,0.304388
39.729112,0.289920,-0.077505,0.193965
39.759090,0.150547,-0.068676,0.219690
39.789102,-0.034711,-0.147194,0.313328
39.819101,0.325554,-0.059534,0.339367
39.849099,0.010764,-0.072753,0.479338
39.879098,0.202237,-0.072088,0.418394
39.909096,0.187203,-0.142434,0.457544
39.949087,0.198097,-0.122232,0.516418
39.999074,0.216225,-0.124411,0.528154
40.029100,0.499693,-0.235850,0.384300
40.059099,0.014866,-0.214606,0.591814
40.089097,0.049013,-0.268921,0.324392
40.119096,0.298892,-0.232094,0.169607
40.149094,0.124801,-0.230722,0.343816
40.179093,0.131303,-0.290315,0.095603
40.219086,0.034121,-0.438317,0.170674
40.249089,0.167141,-0.166600,-0.169773
40.299087,0.103673,-0.212218,-0.333483
40.329086,0.053358,-0.296328,-0.326455
40.359084,0.067177,-0.220621,-0.422203
40.389083,-0.112426,-0.037869,-0.521592
40.419082,0.209674,-0.164379,-0.546938
40.449081,-0.208856,-0.011236,-0.042751
40.489078,0.151607,-0.157754,-0.745623
40.519077,-0.138687,0.096358,-0.202446
40.549067,0.227709,-0.058982,-0.335876
40.579074,0.201210,0.019993,-0.387790
40.629071,0.075796,-0.028829,-0.255539
40.659069,0.124041,-0.023659,-0.150813
40.689066,0.150014,-0.068412,-0.314540
40.719042,0.080229,-0.006467,-0.223364
40.749062,-0.007157,-0.047858,-0.201133
40.779061,0.071407,-0.007464,-0.323803
40.809060,0.215033,-0.061103,-0.299557
40.849061,-0.133315,0.122831,0.138539
40.899056,0.050094,0.117039,0.236762
40.929055,0.104717,0.074371,0.037780
40.959054,0.097262,0.053054,0.062239
40.989029,0.205482,-0.062328,0.067990
41.019051,0.154868,-0.020695,0.184694
41.049052,0.082191,0.010448,0.056666
41.079049,0.081724,-0.099343,0.028283
41.109048,0.004130,-0.091723,0.063603
41.149046,0.026463,-0.022434,-0.025773
41.179024,0.098822,0.031811,-0.103490
41.229044,0.198476,0.026324,-0.241375
41.259043,0.118228,-0.036365,-0.299398
41.299024,0.096470,0.021186,-0.165518
41.319039,0.090904,0.010571,-0.233957
41.349038,0.095272,0.048944,-0.242295
41.379037,0.129467,0.207608,-0.029875
41.419035,0.174107,0.133919,0.029543
41.449034,0.050724,0.142709,0.061675
41.499032,0.177701,-0.001449,-0.035310
41.529030,0.103591,0.067983,0.024924
41.559013,0.207451,0.020895,-0.082206
41.588998,-0.119179,0.181418,0.168774
41.618996,0.176743,-0.133558,-0.201647
41.648995,0.138480,0.040212,-0.025455
41.689022,0.025320,0.057582,-0.145001
41.719021,0.019228,0.113015,-0.110504
41.749019,0.078072,0.174704,-0.087741
41.799016,-0.019816,0.118379,0.000655
41.809004,0.158856,0.115876,-0.064577
41.859010,0.197683,0.226642,-0.027650
41.889014,0.158154,0.194753,-0.035295
41.918984,0.109455,0.107349,0.159765
41.949010,0.118154,0.084899,0.246185
41.979008,0.230114,0.059020,0.330425
42.009007,-0.071066,0.116034,0.667376
42.049006,0.164448,0.037777,0.471361
42.099004,0.117408,-0.025195,0.836441
42.129001,0.344860,0.093827,0.563514
42.159001,0.287419,-0.091481,0.441773
42.188999,0.048748,-0.069581,0.359678
42.218998,0.138694,-0.191120,-0.040617
42.248998,-0.004975,-0.043780,0.167509
42.278995,0.088607,-0.101398,-0.159780
42.308994,0.031076,0.026564,0.035398
42.348982,0.167045,-0.095292,0.071024
42.388989,0.208822,-0.076402,0.488887
42.428989,0.021885,-0.175083,0.400775
42.458987,0.256278,-0.102034,0.365861
42.488986,-0.006601,-0.168661,0.480952
42.528972,0.184321,-0.159196,-0.130203
42.548983,0.121546,-0.122795,-0.157768
42.588972,0.225290,-0.120796,-0.360790
42.618971,-0.067232,-0.110584,-0.278392
42.638979,0.047611,-0.176952,-0.251005
42.688976,0.038320,-0.110845,-0.230338
42.728975,0.059370,-0.031026,-0.049334
42.758973,0.096455,0.011413,0.196637
42.788969,0.074396,0.006080,0.303459
42.818950,0.021113,-0.017260,0.315097
42.848969,0.122996,-0.040902,0.231603
42.878965,0.079296,-0.042929,0.218780
42.908944,0.162856,-0.083560,0.080705
42.948945,-0.025713,-0.024450,-0.024703
42.998940,0.116534,-0.049233,-0.139199
43.028939,0.220621,0.019734,0.050274
43.058961,0.037428,-0.021445,0.078940
43.068957,0.249392,0.003665,0.076890
43.118935,0.161896,-0.020816,0.398384
43.148934,-0.025705,-0.117428,0.441705
43.178933,0.187566,-0.075294,0.500651
43.208937,0.281081,-0.093608,0.460995
43.248951,0.175939,-0.154216,0.620956
43.288949,0.096392,-0.230714,0.457080
43.308948,0.068551,-0.175158,0.339861
43.358946,0.231094,-0.233957,-0.068654
43.388924,0.038485,-0.190874,-0.082262
43.418944,0.178772,-0.234706,-0.473594
43.448942,0.060626,0.057650,-0.444179
43.478940,-0.038218,-0.283145,-0.700323
43.518934,-0.092181,-0.044492,-0.153013
43.548933,0.085789,-0.001010,-0.506478
43.598936,0.063989,0.049081,-0.377982
43.628934,0.124935,-0.059725,-0.521768
43.658932,-0.086654,0.022488,0.192468
43.688913,0.079650,-0.045838,-0.371028
43.718930,-0.008543,-0.063803,-0.289902
43.748928,0.058217,0.035126,-0.155816
