time_tick,acc_X_value,acc_Y_value,acc_Z_value
5.534321,1.270618,-1.542669,-8.033582
5.568503,-0.118966,-3.415451,-9.674566
5.601456,1.253409,-1.353820,-9.273523
5.635092,0.530035,-4.129098,-5.402859
5.668604,-1.231561,-4.856213,-9.803858
5.701386,-0.646607,-4.414617,-10.584994
5.735133,-0.547244,-5.981528,-7.550085
5.768423,0.724422,-4.034374,-9.133906
5.801371,0.189897,-4.117725,-10.638716
5.835201,-0.616679,-4.183269,-6.678565
5.868346,-0.655137,-2.896339,-6.144040
5.901340,1.280644,-1.772521,-8.754262
5.934406,1.022810,-1.720295,-10.332845
5.968286,1.862905,-1.620932,-10.251440
6.001446,1.576937,-6.552565,-8.274956
6.034072,0.427231,-5.035186,-8.522166
6.068395,-0.465090,-5.041321,-8.595192
6.100880,0.974924,-2.789644,-7.722923
6.135064,0.317393,-5.300353,-8.833872
6.168811,1.473235,-4.212898,-9.223991
6.201219,2.026315,-3.775492,-7.676833
6.234547,0.906537,-1.807687,-8.738699
6.268489,-1.112595,-5.718605,-6.657615
6.301454,-0.693146,-3.474260,-9.842914
6.334155,0.489781,-2.719611,-10.282565
6.368462,-0.589892,-3.214181,-10.822477
6.401351,-0.852366,-4.439457,-10.420536
6.435245,1.078626,-4.831223,-9.423316
6.468331,0.108641,-6.207040,-6.731089
6.501622,0.143059,-4.244772,-9.785302
6.535454,0.364231,-4.831821,-8.827587
6.568497,-0.716790,-3.450916,-9.575652
6.601477,0.619223,-4.023300,-10.840584
6.635184,0.018107,-7.005983,-7.939307
6.668176,-0.574629,-3.653533,-8.403649
6.701382,1.966308,0.900102,-10.662808
6.735129,-1.619885,-4.876714,-9.316471
6.768195,2.159048,-3.086236,-9.406556
6.801444,0.538415,-3.666701,-6.825065
6.835147,-1.603574,-3.897750,-11.877759
6.867991,1.785091,-1.219440,-11.484797
6.901380,2.828850,-1.959724,-10.923337
6.935155,-1.443755,-4.405937,-11.091535
6.967953,0.154880,-2.778121,-10.818287
7.001484,0.416606,-2.302406,-11.295499
7.035131,0.911176,-2.812539,-9.685789
7.067864,0.096220,-2.716468,-9.958439
7.101222,-1.255504,-4.025246,-7.523449
7.135128,-2.502778,-3.166145,-6.230534
7.167833,-0.228954,-1.049745,-9.559042
7.201286,0.135277,-0.873915,-11.142115
7.235155,1.600431,0.444440,-10.721618
7.273819,-2.326798,-4.292358,-8.631106
7.301353,-0.961905,-4.728119,-9.196008
7.335121,-1.752020,-4.861750,-8.659837
7.368694,2.445764,-2.416734,-10.731195
7.401122,-0.008081,-6.307600,-8.462758
7.435132,-1.239792,-4.921906,-9.350140
7.468028,0.078263,-5.185278,-10.433106
7.501576,3.709649,-3.707404,-10.858691
7.535131,0.397003,-4.121167,-10.614922
7.567997,-1.278849,-5.681643,-7.676683
7.601802,0.979563,-2.484073,-10.349306
7.634344,1.116486,-2.044572,-10.317133
7.668398,-0.334003,-4.588651,-10.117509
7.701235,2.916691,-4.502008,-9.421520
7.735041,1.815169,-2.574308,-11.457263
7.768397,0.272949,-4.803539,-9.297167
7.801407,0.995724,-4.403693,-6.728246
7.835160,2.746696,-3.065885,-10.092519
7.867690,-1.096135,-2.743703,-8.286029
7.901260,1.764590,-2.003420,-11.710758
7.935651,0.810616,-4.433322,-6.625890
7.967631,-1.390333,-7.603059,-6.575311
8.001401,1.794818,-5.340607,-10.357387
8.035160,-0.128244,-2.011052,-10.008270
8.067521,1.204775,-3.402731,-9.779915
8.101371,1.029095,-4.591495,-11.057417
8.135133,-1.238146,-5.251121,-7.841141
8.167601,-0.086943,-3.218670,-8.329126
8.201783,0.652593,-4.509939,-8.198039
8.235132,0.694044,-3.969279,-8.459316
8.267471,0.500256,-3.196224,-9.308988
8.301050,0.503848,-3.383577,-7.660073
8.335114,1.032686,-3.108683,-10.203853
8.367641,2.536598,-2.353435,-9.541085
8.401203,-1.562871,-3.430565,-10.954911
8.434737,1.448693,-1.762046,-10.570628
8.468387,1.657146,-3.302171,-9.510258
8.501440,0.122408,-4.865640,-10.749900
8.535078,-0.236585,-5.454635,-7.239576
8.568600,0.461499,-5.051198,-9.537792
8.601355,0.000000,-4.922954,-9.076743
8.635064,-0.020202,-4.840650,-7.915513
8.668461,-0.452670,-4.308071,-8.470090
8.701366,-0.285519,-1.805592,-8.271514
8.735065,1.422955,-0.717987,-10.190984
8.768551,1.510795,-3.450168,-10.804071
8.801222,0.442195,-2.035593,-8.094786
8.835063,0.960708,-2.123583,-7.384580
8.868464,-2.205438,-5.623432,-7.665909
8.901296,-0.294647,-5.092649,-10.884878
8.935065,0.297191,-6.486124,-7.956216
8.968463,1.769229,-3.975115,-9.250029
9.001336,-0.195883,-4.173242,-8.917522
9.035492,-0.020800,-4.578027,-8.295606
9.067665,0.758839,-4.955277,-6.985183
9.101203,-0.619223,-4.506348,-8.292763
9.135067,1.104664,-1.485954,-10.845073
9.168379,1.474731,-2.362862,-10.427869
9.201340,1.158236,-3.825323,-7.912670
9.235126,-0.361537,-3.247851,-8.305932
9.267719,-0.229702,-4.268715,-8.902109
9.301822,0.464192,-3.405873,-10.035056
9.335045,-0.223716,-3.369361,-9.540037
9.368397,-0.241224,-3.185599,-9.055044
9.401239,0.959660,-3.741523,-10.075759
9.435579,-0.420197,-3.935610,-8.304435
9.468374,-0.008081,-3.357090,-10.525586
9.501154,-0.851618,-3.841783,-8.992344
9.535068,0.595729,-4.861899,-8.259243
9.568397,1.314763,-4.176984,-8.397513
9.601352,0.399996,-2.561588,-9.255716
9.635131,-0.326072,-3.029970,-10.328655
9.667991,-1.043460,-1.276903,-10.229891
9.701378,1.871285,-2.651673,-10.788508
9.735206,-0.116422,-2.998695,-9.906363
9.767959,-0.610843,-3.412308,-10.334791
9.800899,-1.792423,-3.873358,-8.618835
9.835129,0.008380,-3.314442,-8.901511
9.868041,-0.099363,-5.336866,-9.345801
9.900816,1.033883,-5.139936,-6.595663
9.935129,1.397815,-3.385223,-8.147610
9.967679,0.765274,-4.317947,-8.939969
10.001233,0.641070,-3.782674,-8.670312
10.035128,0.359592,-3.429068,-10.133222
10.067755,-0.489632,-2.218606,-7.287612
10.101162,-0.002245,-4.462652,-8.424000
10.135130,-0.907734,-3.557462,-8.376114
10.167586,0.174783,-2.796228,-8.434924
10.201278,-0.460451,-2.078840,-8.288274
10.235402,0.263671,-3.493115,-9.696564
10.267525,-0.103104,-3.777437,-8.028943
10.301833,0.879901,-1.370879,-13.598504
10.335130,-0.882744,-4.595834,-5.752574
10.367784,2.597652,-2.816280,-8.283485
10.401806,-0.239728,-3.586941,-13.848108
10.435048,0.887981,-0.781136,-13.359374
10.467605,2.532258,-2.427209,-9.776473
10.501704,-0.705866,-4.036469,-8.253856
10.534498,-0.168797,-4.837059,-6.085829
10.568374,3.381631,-3.570630,-10.853453
10.601805,-2.298815,-5.033689,-8.350376
10.635131,1.828637,-4.692653,-9.060731
10.668075,-0.385480,-4.778249,-3.607143
10.701335,0.691201,-4.867137,-2.267390
10.735174,0.747915,-6.242056,-8.143569
10.768018,-0.030826,-3.880242,-10.253684
10.801400,0.854162,-6.322564,-4.191499
10.835131,1.252212,-5.131706,-7.963100
10.867949,3.084590,-2.690580,-12.845799
10.901393,-0.043097,-6.754434,-10.597713
10.935185,4.339645,-0.457907,-12.765441
10.967524,-0.948437,-0.135726,-5.793427
11.001802,2.122087,0.888729,-10.029370
11.035131,3.787762,0.591239,-10.449567
11.067618,-2.205288,-1.776262,-11.552136
11.102256,0.100261,-8.874575,-10.653680
11.135056,0.205460,-2.361216,-6.991169
11.168395,-0.732353,-5.972400,-8.374468
11.201540,0.009428,-3.081597,-9.225188
11.234823,1.867245,-3.961647,-5.381759
11.268450,0.788020,-3.284663,-9.029006
11.301236,0.398050,-2.850548,-9.849050
11.335049,0.360939,-3.646350,-7.558016
11.368402,1.495532,-4.609003,-8.168410
11.401336,0.947240,-4.636836,-8.751568
11.435161,-0.389820,-3.511970,-9.980736
11.468380,2.337423,-2.404164,-9.401917
11.501448,0.238830,-3.751249,-7.884238
11.535058,-0.407029,-2.974902,-7.583605
11.567443,0.369917,-5.455982,-9.349841
11.601766,-0.177925,-4.444096,-9.333829
11.635105,0.329963,-3.138312,-7.899950
11.668379,1.138932,-2.749839,-9.387850
11.701738,2.624887,-4.412971,-7.836053
11.735070,0.218179,-5.129611,-6.502734
11.768395,-0.020202,-4.504103,-11.488987
11.802098,-0.350314,-4.115780,-9.390245
11.835092,1.420112,-4.032129,-8.675251
11.868412,0.919257,-2.882871,-9.081382
11.901221,0.237932,-4.125806,-9.199300
11.935107,-0.977168,-4.086599,-8.549550
11.968401,1.640536,-4.020307,-5.008400
12.000831,1.070396,-1.282590,-14.228051
12.035075,-0.302129,-2.217708,-10.015303
12.067913,-2.141241,-3.495360,-8.648315
12.101740,1.496429,-2.675466,-8.426095
12.135273,2.111911,-3.545341,-9.446211
12.167591,1.040617,-2.456838,-9.105175
12.201091,0.728761,-3.399289,-10.431610
12.235057,0.783830,-2.948415,-10.314439
12.268371,0.016610,-5.750928,-7.246310
12.301155,1.399610,-3.569433,-10.072018
12.335069,2.208580,-3.914659,-10.063339
12.368387,0.825730,-2.435738,-11.355805
12.401038,0.163560,-2.082431,-10.787311
12.435066,-2.329043,-2.177754,-7.924642
12.468371,1.852729,-1.923211,-11.924897
12.501322,0.285369,-1.553743,-13.102287
12.535068,2.264547,-2.728141,-10.403926
12.568394,-1.652956,-4.248513,-4.748320
12.601128,1.480567,-4.003996,-9.443368
12.635264,-0.113130,-3.256081,-9.308240
12.668360,2.120291,-3.672687,-8.900314
12.701363,1.693060,-3.581554,-4.909486
12.735095,0.833062,-5.059278,-8.007394
12.767588,0.726217,-5.774721,-10.440888
12.801153,1.122023,-1.870387,-8.555835
12.834120,1.810380,-2.599747,-7.339538
12.867462,2.125379,-2.393689,-9.320062
12.901453,0.183313,-2.669331,-9.484819
12.935095,-1.714759,-3.775791,-6.556905
12.968384,2.381268,-1.431933,-9.588073
13.001434,1.125165,-3.036405,-10.987533
13.035057,0.881696,-2.360169,-8.214350
13.068375,-0.158472,-2.872546,-8.270017
13.101539,-0.653940,-5.548611,-5.072297
13.135064,0.308713,-4.165012,-9.300309
13.168392,3.605946,-2.920581,-10.765613
13.201502,0.580615,-5.205480,-6.394542
13.235059,-0.874813,-3.130979,-13.575159
13.268388,1.127859,-2.699858,-14.359588
13.301705,2.754777,-4.863246,-8.856767
13.335049,0.335799,-4.729016,-9.352385
13.367484,3.449719,-0.918209,-8.300245
13.401363,-0.883791,-3.350506,-6.600900
13.435072,0.749562,-5.367244,-9.761060
13.468453,-0.690004,-5.864956,-5.014086
13.501851,0.005238,-4.696993,-8.627963
13.535055,3.179164,1.141626,-11.369871
13.568375,1.105263,-1.669117,-12.627021
13.601809,-0.096669,-3.857795,-12.030395
13.635105,-0.522553,-4.350869,-7.923594
13.668375,-0.032323,-3.456602,-11.008034
13.701671,2.160695,-1.578733,-9.678008
13.735057,0.091881,-2.203642,-8.094187
13.768435,1.348283,-1.447347,-10.439092
13.801581,0.682970,-1.567360,-9.695367
13.835044,2.584483,-2.789045,-7.680275
13.868404,-0.219077,-4.762985,-5.730427
13.901407,2.045769,-4.168604,-12.879619
13.935066,0.044743,-4.084355,-18.117571
13.968550,0.883043,-2.806404,-3.955811
14.001205,4.050535,-9.744150,-3.745114
14.035147,-1.372076,-0.619522,-8.694255
14.068398,-1.715956,-0.307666,-10.712639
14.101298,-0.668006,-4.017763,-6.970368
14.135066,0.084997,-4.834964,-3.521697
14.168691,2.357026,-6.967825,-0.936914
14.201442,0.950831,-4.320342,-15.860207
14.235067,-1.848090,-2.797276,-13.359374
14.268642,-1.179336,-2.904420,-9.827202
14.301109,2.225490,0.385780,-17.529474
14.335286,-0.689255,-4.066697,-10.724611
14.367933,-1.227521,-4.000555,-10.377439
14.401428,2.038137,3.315489,-10.584844
14.434388,0.925542,-3.371905,-9.215162
14.468273,0.001496,-1.256402,-11.379748
14.501113,1.124267,-1.460964,-9.529113
14.535138,0.802685,-4.314655,-8.988304
14.568409,-1.334217,-5.947409,-8.167362
14.601614,1.152400,-3.507930,-8.298300
14.635104,1.419064,-3.437298,-9.514149
14.668449,0.874513,-2.358672,-6.793042
14.701472,2.413591,-5.371134,-8.893729
14.735084,-0.657531,-6.581446,-2.699409
14.768392,2.136153,-2.858629,-5.709327
14.800898,0.241973,-3.846422,-8.797359
14.835070,0.722476,-4.071934,-7.159966
14.867798,2.017785,-0.535273,-13.830001
14.901654,1.532194,-2.534353,-13.635316
14.935072,-0.498161,-2.502180,-7.608745
14.967679,2.272777,-3.462139,-13.909761
15.001765,-0.618774,-1.620483,-9.217257
15.035075,-0.165655,-4.481208,-9.836031
15.068379,-3.078904,-11.015666,5.132454
15.101741,-8.769675,-3.584547,-24.554462
15.135030,7.052522,2.320962,-21.062843
15.168383,2.226388,-0.829172,-24.211630
15.201385,-2.675317,-3.512419,-8.149405
15.235082,24.692134,-1.409337,-9.052949
15.268369,-3.369061,-9.192566,-12.047454
15.300752,4.677539,-4.863695,-8.973190
15.335201,0.723823,-8.164519,-1.594296
15.368388,2.469408,-4.440954,-10.572573
15.401775,3.073666,9.721554,-12.804498
15.435043,2.988968,-9.351936,-2.330390
15.468385,-0.813908,-0.823485,-1.702787
15.501392,6.155712,-3.932916,-9.621144
15.535153,0.473021,-0.501902,-11.782137
15.568056,1.887147,-0.167301,-10.300822
15.601086,0.052525,-3.557911,-9.785751
15.635070,-1.466052,-5.682392,-10.804969
15.668374,1.148959,-2.914147,-11.547048
15.701217,0.424986,-4.908438,-9.075695
15.735088,0.670700,-1.661336,-11.994331
15.768372,-0.408675,1.978429,-14.084693
15.801718,-1.244431,-5.074692,-6.334685
15.835077,2.070909,-1.550002,-25.115773
15.867767,-3.247252,-5.631812,-2.549018
15.901779,2.305250,-2.290435,-11.005341
15.935103,0.834858,-2.958441,-5.671767
15.968467,1.376715,-2.628179,-8.329575
16.002148,-1.621830,-2.800717,-10.560153
16.034574,3.838940,-2.169673,-10.106885
16.067548,1.011886,-5.084568,-8.055579
16.101191,0.923746,-3.266107,-11.844389
16.134183,4.096775,0.290906,-17.581400
16.168075,-1.092543,-6.186539,-7.168945
16.201381,0.329065,-2.171918,-11.147053
16.235047,0.677134,-3.545191,-5.125121
16.268431,0.819744,-4.383940,-7.196030
16.301339,0.583607,-6.107378,-4.999571
16.335400,-0.328017,-3.785218,-10.320575
16.367834,0.812412,-3.137115,-6.531615
16.401527,-0.772307,-1.476527,-12.556689
16.435115,-1.831330,-5.312325,1.155094
16.468387,3.514215,-5.328636,-5.619991
16.501730,0.082453,-2.891251,-14.951874
16.534847,1.075185,0.910428,-12.065412
16.568187,4.367629,-0.370217,-13.080739
16.601693,0.767519,-5.220593,-5.646178
16.635063,2.700606,-3.353648,-7.032919
16.668454,3.100153,-10.622554,2.603787
16.701974,-0.353606,-5.364849,-6.438088
16.735045,-2.628927,-1.059921,-9.193314
16.768394,1.193253,-4.412073,-10.858242
16.801641,-2.912052,-5.751676,-0.677284
16.836647,1.633652,-1.974239,-16.220697
16.869188,2.279361,-4.992987,-8.609557
16.901851,0.104600,-5.583627,-8.844646
16.935011,3.770104,-0.957266,-12.445205
16.968359,-1.375069,-3.848368,-4.299990
17.001121,1.355466,0.772008,-11.570243
17.034523,0.129292,-3.026529,-8.280044
17.068357,-2.255269,-4.655691,-16.868950
17.101070,-0.936017,-3.271195,-7.961005
17.135034,-1.593099,-5.682841,-4.499314
17.168441,1.287528,-1.719996,-3.245157
17.201034,-0.894266,-0.406131,-16.388746
17.235025,0.715742,-0.991534,-15.015173
17.268374,2.733378,-10.703212,3.986787
17.301637,1.129355,-2.626982,-21.040247
17.335100,6.722560,0.219077,-15.504356
17.368359,-0.093826,-0.014366,-7.808668
17.401103,-3.989032,-7.844433,-2.970263
17.435103,2.793535,-2.838876,-22.892528
17.468439,1.010090,4.004445,-40.139027
17.501702,-0.222968,-2.345653,-12.009146
17.534389,-2.988968,-0.241075,7.256336
17.568460,19.254408,28.702415,-38.960589
17.601072,11.202720,-0.831865,-23.228027
17.634778,4.848731,-6.117254,-12.340006
17.668374,8.641731,2.651673,-6.691135
17.700870,-0.253645,5.293619,-8.433428
17.734706,-0.240476,-0.712300,-6.306852
17.768399,5.120482,-5.489053,-8.271813
17.801172,-3.709349,-9.302255,-6.270039
17.835040,1.310423,-2.825408,-13.576057
17.868418,1.288575,-1.982320,-8.399010
17.901382,4.152292,-2.594060,-8.177239
17.935047,1.274659,-6.207638,-6.799177
17.968410,-2.034695,-3.969878,-8.479368
18.001715,1.155393,-2.244644,-9.568170
18.035053,5.051796,-4.814762,-7.804179
18.068405,-7.125099,-6.553762,-4.505599
18.101164,1.673307,-0.228205,-15.744383
18.135046,2.348197,-2.684445,-7.158320
18.168408,-5.519131,-2.823164,-7.559064
18.201194,2.951109,-0.999615,-7.941102
18.235056,-1.482513,-7.325770,-7.785923
18.268409,1.644426,-2.273076,-6.673776
18.301775,-1.621980,-3.192034,-6.799027
18.335041,0.666360,-6.544784,-8.365340
18.368379,1.333468,-2.488413,-7.108040
18.401329,-0.712600,-3.804672,-7.593033
18.435066,4.213646,-6.270339,-11.474920
18.468383,-0.790564,-6.538649,-8.834022
18.501397,0.908931,-6.010259,-8.453629
18.535070,1.817713,-3.467227,-6.806809
18.568558,0.804630,-2.324254,-10.326860
18.601393,-1.151054,-3.403030,-4.441103
18.634662,3.189190,-4.126255,-5.807942
18.668389,-0.447732,-3.709349,-8.248768
18.701469,0.441447,-2.661101,-10.529776
18.734280,0.433216,-1.399760,-9.508911
18.768438,0.312155,-3.907028,-10.803473
18.801466,-0.350015,-4.030483,-10.921840
18.835054,0.125700,-1.189212,-13.272880
18.868402,-0.098166,-2.759117,-10.523790
18.901373,0.130788,-3.196373,-8.698296
18.935041,1.701740,-4.645815,-8.002306
18.968396,2.850548,-2.351639,-8.561672
19.001368,1.576937,-2.062229,-8.288872
19.035039,0.411368,-2.460878,-6.502585
19.068490,1.305635,-3.267454,-8.993691
19.101357,1.355615,-5.263391,-9.278761
19.135101,1.887446,-1.377314,-9.128968
19.168465,3.797639,0.707512,-12.183181
19.201599,1.476527,-3.125892,-11.167703
19.235007,0.381440,-2.949313,-11.666763
19.267717,2.381567,-4.879408,-9.187628
19.301119,3.276881,-5.480224,-10.357537
19.334714,-0.465539,-3.622108,-7.338939
19.368415,1.523814,-1.667471,-13.101839
19.401457,0.484394,-4.672302,-7.280429
19.434919,0.911924,-4.972037,-6.546280
19.468378,1.918273,-4.341591,-8.277500
19.501470,2.936593,-3.951621,-9.254668
19.535075,1.041066,-2.295972,-12.986165
19.568550,-2.356128,-7.538712,5.255011
19.601378,7.598270,-7.305868,-9.652718
19.635067,-0.864338,-8.536681,-7.503097
19.668387,2.870750,2.145132,-12.990205
19.701807,-0.885886,-3.036405,-7.131534
19.735057,0.609945,-2.666937,-10.388213
19.768377,1.638441,0.019154,-9.759863
19.801688,-1.267625,-9.494396,-11.493027
19.835118,-0.423340,-5.996791,-7.014214
19.868376,-0.170144,0.141413,-10.941144
19.901125,-0.020651,-1.751571,-9.059085
19.935069,-0.138719,-2.672473,-10.120951
19.968384,-0.087541,-2.360767,-11.444992
20.001336,0.619522,-2.671875,-6.559000
20.035072,2.683248,-3.752895,-8.537579
20.068470,-0.088738,-6.161698,-6.122043
20.101479,-1.000962,-4.715549,-8.367435
20.135071,1.657296,-6.001730,-12.024110
20.168282,2.450254,-5.692867,-6.825664
20.201371,-0.026636,-6.490763,10.815893
20.235071,-3.169587,-7.638674,12.883510
20.268136,-12.780854,-0.772158,-16.711226
20.301123,6.079694,-0.272799,-15.362046
20.335124,5.990656,-7.812409,-11.319441
20.367994,3.290648,-4.447388,-11.754005
20.401444,0.211146,3.651737,-11.870576
20.435070,0.546197,5.877376,-11.519813
20.467676,2.390995,-8.497774,-12.743593
20.501103,0.640023,-1.473235,-9.136151
20.535067,0.176279,-2.958441,-5.227327
20.568396,2.386206,1.404399,-15.571097
20.601276,-1.327782,-3.719824,-9.878978
20.635074,1.512142,-3.485633,-10.049272
20.668580,1.171405,-4.258838,-7.540658
20.701415,3.619863,-3.945037,-9.915491
20.735190,0.670251,-1.733314,-10.610283
20.768086,3.162704,-3.183953,-10.965237
20.801096,4.220081,-3.526935,-11.507992
20.835069,-0.709008,-3.923189,-7.046088
20.868195,1.339155,-2.404463,-11.889880
