time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
5.787013,0.189520,-0.183179,0.923169
5.827008,0.150003,-0.254538,0.965525
5.857007,0.201498,-0.251518,1.091608
5.886998,0.202126,-0.249314,0.943104
5.937002,0.184912,-0.228979,0.859879
5.967000,0.159148,-0.175552,0.727690
5.996997,0.117068,-0.161499,0.525837
6.026995,0.103136,-0.099585,0.423608
6.056993,0.052738,-0.063146,0.262482
6.086992,0.032293,-0.033198,0.155806
6.116982,0.009939,0.016986,0.099458
6.176985,-0.037141,0.089665,-0.062538
6.186984,-0.029663,0.101377,-0.067817
6.226969,-0.048729,0.114204,-0.049578
6.266976,-0.019989,0.123741,-0.063423
6.296974,-0.054141,0.122764,-0.089063
6.316973,-0.056209,0.130226,-0.077269
6.356951,-0.098209,0.073864,-0.170525
6.386973,0.033360,0.060843,-0.308460
6.416965,-0.043594,0.041864,-0.384407
6.446958,0.122372,-0.010755,-0.367640
6.486963,-0.080067,0.035591,-0.467773
6.526934,0.046183,0.172808,-0.423241
6.556958,-0.114289,0.208320,-0.363174
6.586931,-0.024027,0.330650,-0.230033
6.626930,0.022084,0.282317,0.291100
6.656941,-0.008445,0.192727,0.511787
6.686924,-0.003044,0.097767,0.648027
6.716926,0.054895,-0.071864,0.637465
6.746925,0.236266,-0.171359,0.519344
6.786938,0.233438,-0.102970,0.206661
6.836920,-0.068187,0.147538,-0.541952
6.866919,0.074866,0.164221,-0.435048
6.896917,-0.019740,0.142900,-0.002415
6.926916,0.207484,0.029248,0.274707
6.956908,-0.033883,-0.050264,0.477335
6.986927,0.163560,-0.043318,0.624774
7.026898,-0.060192,0.025479,0.492716
7.056924,0.030910,0.028550,0.333510
7.086921,0.141606,0.045374,0.301523
7.116919,0.042267,-0.017284,0.268079
7.156917,-0.038821,-0.086408,0.292293
7.196896,0.175518,-0.063478,0.374640
7.236911,0.108434,-0.073993,0.385283
7.256904,0.079413,0.012344,0.549239
7.286881,0.110460,-0.030421,0.655843
7.326906,0.080954,-0.057072,0.789262
7.346901,0.122405,-0.064620,0.773184
7.386901,0.283794,-0.062776,0.620365
7.416900,0.103980,-0.085859,0.689731
7.466896,0.285205,-0.009677,1.029878
7.496893,0.167803,-0.132927,0.723648
7.526892,0.116390,-0.129561,0.617901
7.556890,0.187275,-0.127513,0.464036
7.586887,0.276106,-0.151080,0.288658
7.616885,0.239447,-0.177589,0.166716
7.646884,0.115704,-0.199673,0.114269
7.686870,0.118473,-0.193209,-0.035281
7.716864,0.133463,-0.121788,-0.090452
7.766853,0.105156,-0.180290,-0.230736
7.796873,0.095422,-0.163176,-0.301158
7.826871,0.108297,-0.106687,-0.333973
7.856868,0.023875,-0.091513,-0.454606
7.886866,0.103268,-0.087349,-0.613803
7.916864,0.050965,-0.106410,-0.635265
7.956860,0.119105,-0.075629,-0.672508
7.986859,0.079044,-0.083071,-0.530434
8.026857,0.109067,-0.018280,-0.179628
8.066855,0.098953,-0.050346,0.036028
8.096840,0.104282,-0.161294,0.166837
8.126850,0.177097,-0.160459,0.303588
8.156830,0.123344,-0.158120,0.128386
8.186835,0.045881,-0.182347,-0.111065
8.216844,-0.075013,-0.101979,-0.398011
8.256833,0.165978,0.039464,-0.797965
8.306831,-0.001617,-0.077248,-1.161845
8.336830,-0.050984,-0.102674,-1.262408
8.366824,0.079687,-0.091186,-1.373496
8.396816,0.093341,0.168910,-1.382755
8.426826,0.016950,0.229838,-1.363169
8.456828,0.072722,0.236046,-1.234933
8.486826,0.166986,0.206940,-1.011806
8.516824,-0.012505,0.140069,-0.783480
8.546822,0.091447,0.077857,-0.486813
8.586793,0.068719,0.232288,-0.077806
8.636816,0.344200,0.327541,0.071169
8.656814,0.163197,0.178612,0.245621
8.696811,0.232033,0.233811,0.412589
8.726809,0.337779,0.122582,0.654493
8.756807,0.147500,0.042959,0.850698
8.786806,0.053531,0.098683,0.695031
8.816803,0.156876,0.083506,0.734456
8.856793,0.132182,-0.007073,0.771361
8.886798,0.185058,-0.012467,0.656993
8.936795,0.114889,-0.075260,0.764579
8.966792,0.199791,-0.110606,0.713078
8.996791,-0.029569,-0.170818,0.635873
9.026788,0.211987,-0.083871,0.487777
9.056787,0.230677,-0.049701,0.289226
9.086784,0.244982,0.000500,0.029861
9.126781,-0.085640,-0.220360,-0.253348
9.146766,-0.176550,-0.076261,-0.201248
9.176765,-0.197571,-0.169952,-0.356686
9.216775,-0.023749,-0.049852,-0.406285
9.266769,0.038487,0.019263,-0.325785
9.296743,-0.030061,0.008642,-0.092902
9.326753,0.040578,0.011623,0.025697
9.356758,0.290228,0.057912,0.139150
9.386757,0.038154,-0.020499,0.320417
9.446755,0.059531,-0.028027,0.356699
9.456759,0.077444,-0.076038,0.350020
9.486757,-0.000267,0.016936,0.246908
9.536754,0.038325,0.014848,-0.019160
9.566730,0.195519,0.015624,-0.149546
9.596748,0.128621,-0.034214,-0.387003
9.626746,0.105579,0.027643,-0.331097
9.656746,0.263523,0.063495,-0.251871
9.686740,0.074455,-0.024689,0.003052
9.716738,0.091197,0.022081,0.206313
9.756726,0.107550,0.044382,0.307936
9.786725,0.145031,0.009061,0.420990
9.816724,-0.017968,-0.003356,0.403865
9.856731,0.193831,-0.079554,0.464298
9.896729,0.350429,-0.055387,0.463326
9.926728,0.170643,-0.047540,0.506150
9.956726,0.061646,-0.113365,0.451322
9.986723,-0.057570,-0.109902,0.458849
10.016721,0.290095,-0.136377,0.676588
10.056714,0.037922,-0.182771,0.787513
10.086713,-0.130028,-0.151505,0.844353
10.116711,0.464112,-0.176313,0.878266
10.156712,0.342623,-0.192022,0.860045
10.196708,0.131726,-0.326828,0.634977
10.226706,0.040940,-0.280709,0.486735
10.256704,0.459620,-0.204715,0.121639
10.286689,-0.126273,-0.356601,-0.508382
10.316686,0.148287,-0.314353,-0.961244
10.346687,-0.039554,-0.226388,-1.212873
10.376677,-0.047309,-0.120719,-1.436668
10.436683,0.234056,0.105631,-1.252783
10.466682,0.253833,0.083085,-1.022124
10.496681,0.019221,0.007764,-0.701943
10.526688,0.245200,0.123307,-0.395781
10.556692,0.124680,0.117037,-0.100890
10.586690,0.014435,0.165206,0.006247
10.616688,0.248692,0.138009,0.042370
10.656667,0.135978,0.043304,0.202145
10.686681,0.120733,0.044460,0.087830
10.726680,0.046923,0.009482,0.013931
10.756678,0.199578,-0.038928,0.202747
10.796676,0.047297,-0.017247,0.169780
10.826674,0.225234,-0.051628,-0.103978
10.856672,-0.081640,-0.097833,-0.126597
10.886669,0.015515,-0.102187,-0.389486
10.916668,0.273609,0.053964,-0.428222
10.956655,0.036735,-0.097955,-0.419385
10.986653,0.126116,0.116081,-0.331684
11.016661,-0.027408,0.005525,-0.270284
11.066658,0.158136,0.010395,-0.182688
11.096656,0.223431,0.045391,-0.107718
11.126654,0.148915,0.024223,-0.077900
11.156651,0.120136,-0.018375,-0.038594
11.186650,0.173235,0.007129,-0.114328
11.216646,0.029484,0.071456,-0.193006
11.246629,0.012082,-0.008446,-0.222290
11.276627,0.122992,0.077676,-0.263513
11.316639,-0.167373,0.059254,-0.494333
11.366609,0.080744,0.096024,-0.526244
11.396630,0.245890,0.140434,-0.540998
11.426624,-0.095575,0.207286,-0.512769
11.456613,-0.018470,0.271040,-0.438713
11.486618,0.282217,0.235092,-0.253069
11.516612,0.346302,0.227448,-0.177266
11.546616,0.019817,0.267586,-0.093627
11.586599,0.066015,0.259947,0.053768
11.636613,0.279487,0.230580,0.262975
11.666611,0.308910,0.172977,0.199612
11.696610,0.170561,0.268212,0.111486
11.726590,-0.254697,0.220173,0.024777
11.756609,0.372069,0.251713,0.221399
11.786608,-0.045267,0.176912,0.322591
11.816606,0.136390,0.241463,0.465008
11.856588,0.087947,0.211617,0.678548
11.886587,0.190357,0.162287,0.801126
11.936597,-0.009775,0.083797,0.905452
11.966596,-0.106964,0.005130,0.897563
11.996567,0.207784,-0.111780,0.894709
12.026591,0.125758,-0.092388,0.858507
12.056590,0.224242,-0.141589,0.736409
12.086588,0.207742,-0.157465,0.578193
12.126584,0.062583,-0.152813,0.454311
12.146556,0.381881,-0.179112,0.443406
12.186580,0.219999,-0.186208,0.438063
12.216578,0.081625,-0.136835,0.394560
12.266581,0.216498,-0.155215,0.299334
12.296577,0.094658,-0.186866,0.182726
12.326553,0.025239,-0.182408,0.106906
12.356552,0.071191,-0.165472,0.143316
12.386551,0.292802,-0.152129,0.176459
12.416539,0.195065,-0.176478,0.277853
12.446547,-0.123252,-0.194968,0.313086
12.486560,0.022790,-0.231593,0.413286
12.516559,0.197948,-0.293769,0.310330
12.566553,0.003479,-0.255884,0.037057
12.596551,0.152649,-0.279529,-0.255867
12.626550,0.059640,-0.247257,-0.419143
12.656549,0.350847,-0.162491,-0.695478
12.686547,-0.001976,-0.201099,-0.782152
12.716545,-0.000924,-0.136032,-0.861929
12.756520,0.179464,0.024558,-0.899554
12.806541,-0.012321,0.065371,-0.635374
12.816518,-0.075081,0.063369,-0.612932
12.866534,0.102176,0.089553,-0.472862
12.896532,0.092647,0.158725,-0.179720
12.926531,0.055550,0.138514,-0.099687
12.956527,0.013690,0.221690,0.047159
12.986527,0.030714,0.108585,0.174749
13.016524,0.236589,0.182726,0.215709
13.056509,0.191809,0.167904,0.212433
13.086519,0.114403,0.123224,0.371407
13.126516,0.153102,0.119877,0.498527
13.166513,0.109728,0.059127,0.662747
13.196512,0.087215,0.014402,0.663575
13.226510,0.111271,-0.015448,0.553353
13.256509,0.237339,-0.007094,0.331128
13.286505,0.016734,-0.046031,0.308529
13.316495,0.214880,-0.032627,0.327788
13.356496,0.248788,-0.059344,0.304127
13.386495,-0.066410,-0.056495,0.289259
13.426496,-0.069853,-0.146047,0.310137
13.466493,0.244396,-0.115846,0.325187
13.486490,0.272914,-0.113739,0.246125
13.526471,0.135966,-0.173056,0.094110
13.556473,0.079521,-0.098259,0.002646
13.586486,-0.068739,-0.132016,-0.045585
13.616477,0.358371,-0.113802,-0.016738
13.646469,0.080515,-0.124917,0.009979
13.686467,0.093366,-0.104691,0.011155
13.736466,0.015581,-0.071439,-0.047409
13.766465,0.216365,-0.070750,-0.199175
13.796471,0.028049,-0.047949,-0.177635
13.826469,0.182485,-0.057905,-0.149947
13.856467,0.142102,-0.070627,-0.109405
13.886465,-0.016104,-0.017009,-0.024664
13.916463,0.165987,-0.017422,-0.017231
13.946461,0.096139,0.012532,0.089797
13.986455,0.127001,-0.056869,0.165269
14.036455,0.171210,-0.046393,0.338407
14.066453,0.029076,-0.047054,0.164278
14.096451,0.195941,-0.048447,0.065932
14.126449,-0.075323,-0.079877,0.184423
14.156447,-0.054075,-0.110851,0.204549
14.196431,0.252165,-0.110407,0.068783
14.226436,0.021038,-0.085340,0.013416
14.256429,0.245196,-0.109229,-0.126737
14.286428,0.081460,-0.090765,-0.069968
14.326434,-0.014204,-0.099110,-0.005884
14.356432,-0.019282,-0.061805,0.032787
14.386431,0.093387,-0.075894,-0.015398
14.426429,0.105976,-0.112159,-0.035901
14.456425,0.064607,-0.121691,0.027096
14.486405,0.046621,-0.089669,0.028345
14.526420,0.074058,-0.128091,-0.009269
14.556419,0.062077,-0.136553,-0.089448
14.576401,0.154666,-0.100487,-0.145900
14.616414,-0.036607,-0.109544,-0.363871
14.646413,0.020064,-0.052110,-0.350747
14.696382,-0.000376,-0.042430,-0.431893
14.706409,0.165742,-0.042807,-0.425523
14.756385,0.268924,-0.005689,-0.501205
14.786392,-0.086238,0.060103,-0.423829
14.826401,0.072959,0.168455,-0.365575
14.846400,-0.070069,0.080301,-0.380984
14.886396,-0.017017,0.121637,-0.135022
14.936386,-0.000118,0.108822,-0.166082
14.966391,0.242138,0.222319,-0.111024
14.996389,0.226289,0.224468,-0.072544
15.026388,0.114895,0.133984,0.167390
15.056386,0.201827,0.130475,0.401343
15.096364,0.004491,0.055244,0.368923
15.126363,0.112366,0.128547,0.396012
15.156369,0.021485,0.087213,0.317808
15.186361,0.059634,0.057290,0.291991
15.236374,0.186804,0.012301,0.144266
15.266372,-0.100754,0.004429,0.127196
15.296370,0.152840,-0.008974,0.205059
15.326368,0.042425,0.004023,0.295977
15.356365,0.227791,-0.008144,0.343946
15.386363,0.031367,-0.075886,0.251733
15.426360,0.055684,-0.099379,0.221681
15.446334,-0.008277,-0.067222,0.158834
15.486375,0.116596,-0.070577,-0.093372
15.516372,0.189344,0.007070,-0.068388
15.566364,-0.042788,-0.032938,-0.027951
15.596362,-0.034237,-0.050030,0.002939
15.626347,0.155673,0.009213,0.063053
15.656354,0.123952,0.015648,0.129341
15.686351,0.004589,0.007402,0.101544
15.716343,0.036571,-0.015077,0.140946
15.756357,-0.044907,-0.094803,0.047570
15.786355,0.116233,-0.061092,0.129989
15.816352,0.211787,-0.016462,-0.012962
15.856337,0.064842,-0.054529,0.027465
15.896318,0.094732,-0.025809,0.020136
15.926340,0.041180,-0.049104,-0.057977
15.956333,0.131823,-0.023730,-0.040763
15.996316,0.119045,-0.039702,-0.022684
16.026315,-0.132289,-0.051927,-0.026966
16.056314,-0.189522,-0.049708,0.058537
16.086312,0.126838,0.014626,0.027830
16.136326,-0.107372,-0.000852,0.056649
16.146325,0.248341,-0.007002,0.093927
16.176317,0.003417,-0.078979,0.166245
16.226324,0.045678,-0.121688,0.106167
16.256322,0.057309,-0.086500,0.037976
16.286321,-0.064190,-0.075540,-0.014290
16.326318,0.293235,-0.085891,-0.111662
16.356316,0.020597,-0.085266,-0.134032
16.386313,0.194195,-0.044064,-0.166969
16.416312,0.236878,-0.021775,-0.161514
16.466289,0.279698,0.004757,-0.115434
16.496281,-0.013055,0.005409,-0.099334
16.526279,0.128502,-0.048236,-0.054787
16.556278,0.052030,-0.035294,-0.006617
16.586277,0.096747,0.026473,-0.078944
16.616285,0.157002,-0.032259,-0.156210
16.656295,0.001661,-0.060728,-0.085811
16.686293,0.159719,0.050840,-0.056387
16.726291,-0.011033,0.129157,-0.279225
16.766288,0.055696,0.090664,-0.351040
16.796287,0.044564,0.105527,-0.174659
16.826284,-0.028660,0.156853,-0.152990
16.856282,0.047092,0.136390,-0.077259
16.886280,0.010497,0.198229,0.074811
16.916278,0.260834,0.154978,0.166402
16.956246,0.126974,0.114696,0.312592
16.986245,0.005664,0.106425,0.345697
17.036270,0.096429,0.107419,0.076428
17.066269,-0.028176,0.094904,0.080663
17.096266,0.221180,0.096442,0.147926
17.126264,-0.166291,0.178367,0.084360
17.156262,0.183937,0.154123,0.088417
17.186260,0.187795,0.122005,0.347877
17.226235,0.027551,0.007076,0.659275
17.256234,0.222729,0.011916,0.763964
17.286254,0.071101,-0.093273,0.740984
17.326249,0.189403,-0.179785,0.524651
17.366229,0.146825,-0.158182,0.147612
17.396244,0.171935,-0.183766,0.028866
17.426243,0.255758,-0.126306,-0.135382
17.456243,-0.119660,-0.111490,-0.362794
17.486240,0.067782,-0.063919,-0.402110
17.516209,0.140783,-0.010848,-0.264004
17.556216,0.118646,0.039124,0.108102
17.586211,0.203877,0.131551,0.373569
17.636230,0.165717,0.083608,0.486571
17.666203,0.029904,0.030501,0.706415
17.696226,0.041179,-0.082521,0.691901
17.726224,0.091068,-0.081541,0.639540
17.756222,0.262858,-0.107414,0.436349
17.786219,-0.047104,-0.152563,0.447927
17.816218,0.251924,-0.202277,0.450788
17.856211,0.142957,-0.194505,0.320505
17.886209,0.078770,-0.226311,0.256237
17.936209,0.335860,-0.193903,0.381364
17.966208,0.040926,-0.289065,0.136233
17.996205,0.064727,-0.355140,-0.016926
18.026203,0.210624,-0.265872,-0.111563
18.056202,0.029773,-0.357050,-0.309687
18.096170,0.263571,-0.340436,-0.477400
18.116197,0.211198,-0.180458,-0.375005
18.156167,-0.119035,-0.133820,-0.483653
18.186192,-0.250686,-0.079184,-0.421350
18.216190,0.176010,-0.085435,-0.502689
18.246188,0.025678,0.005430,-0.320515
18.276186,0.066923,0.027609,-0.084273
18.326183,0.169380,0.078539,-0.062648
18.356166,0.011510,0.004274,-0.072635
18.386155,0.102813,0.066871,0.122148
18.426176,0.065845,0.028505,0.266189
18.456175,0.277709,0.036564,0.250156
18.476146,0.138667,-0.047288,0.138607
18.536160,0.025566,-0.076861,0.093596
18.546151,0.224855,-0.042139,0.114041
18.596163,0.070731,-0.157929,-0.019049
18.626148,0.370643,0.059947,-0.031813
18.656160,-0.003776,-0.095898,-0.082798
18.686142,-0.072474,-0.060626,0.046696
18.716155,-0.197109,-0.183896,-0.185808
18.756153,-0.101533,0.000292,-0.128190
18.786150,0.192882,-0.034420,-0.260940
18.836149,0.350151,0.002436,-0.052425
18.866147,0.233801,-0.030321,-0.112411
18.896145,0.525940,0.090557,-0.119295
18.926142,0.085052,0.073431,-0.127832
18.956141,0.276645,0.000474,-0.063103
18.986139,0.086794,0.161850,-0.004473
19.016137,0.224378,0.027275,-0.125982
19.046135,0.093999,0.133074,-0.053783
19.086129,0.214741,0.058239,-0.180301
19.116128,-0.106040,0.151637,-0.031195
19.166126,0.188604,0.274581,0.084805
19.196124,-0.111185,0.118377,0.422720
19.226123,0.393399,0.139482,0.719749
19.256121,0.381986,0.044699,0.573920
19.286118,0.066643,0.136999,0.762552
19.316117,0.000108,-0.083394,0.488898
19.356097,0.402068,-0.091683,0.327419
19.386087,0.059990,-0.017262,0.141997
19.436109,0.113873,-0.102474,-0.254885
19.466107,-0.131178,-0.080562,-0.333772
19.496105,0.008468,0.027898,-0.404796
19.526103,0.127267,0.020238,-0.546973
19.556100,-0.042774,0.097370,-0.530481
19.586098,0.176401,0.083036,-0.568008
19.616095,0.026675,0.208109,-0.579038
19.646094,0.261888,0.317288,-0.381897
19.676090,0.144415,0.266235,-0.084048
19.716081,-0.145343,0.265670,0.222667
19.766087,-0.259694,0.326448,0.722001
19.796055,-0.235142,0.319808,1.106605
19.806059,0.136741,0.326389,1.195236
19.856052,0.102537,0.228178,1.621021
19.896076,0.259380,0.044301,1.943718
19.916076,0.282182,-0.094317,1.897006
19.956073,0.326475,-0.191415,1.867614
19.986071,0.133063,-0.349626,1.463979
20.036068,0.203626,-0.390016,0.896386
20.046068,0.502156,-0.488715,0.789995
20.096064,0.415434,-0.698578,0.874339
20.126062,0.350274,-0.770756,0.532049
20.156061,0.308860,-0.677704,0.105185
20.186059,0.289201,-0.771272,-0.306684
20.226052,0.191678,-0.750682,-0.541609
20.256042,0.214893,-0.665365,-0.711032
20.286051,0.211204,-0.581007,-0.974478
20.336048,-0.039292,-0.481370,-0.828559
20.346047,0.047962,-0.500758,-0.824413
20.396045,-0.094727,-0.400341,-0.589833
20.426042,-0.022572,-0.358862,-0.721043
20.456040,0.061855,-0.250301,-0.742904
20.486051,-0.039217,-0.209553,-0.764026
20.526048,0.072653,-0.191683,-0.760749
20.556046,0.029059,-0.153194,-0.785101
20.576045,0.058721,-0.109502,-0.886372
20.626034,0.084740,0.003431,-0.862252
20.666032,0.157749,0.003167,-0.659262
20.696031,0.213399,-0.018338,-0.539726
20.726030,0.128646,0.072451,-0.502879
20.756029,0.144768,0.074523,-0.454790
20.786028,0.171882,0.075447,-0.290248
20.816026,0.087030,0.115052,-0.226971
20.856026,0.110646,0.038341,-0.429338
20.886024,0.067157,0.105613,-0.452464
20.926004,0.142338,0.125779,-0.614778
20.966018,0.188817,0.211961,-0.482894
20.976019,0.121574,0.170539,-0.489516
21.026015,0.031008,0.243113,-0.239075
21.056013,0.272471,0.220207,-0.290545
21.086010,0.195404,0.277873,-0.137419
21.126009,0.214862,0.231914,0.014045
21.155997,0.128398,0.173477,0.008402
21.185997,0.172956,0.159536,-0.029081
21.226001,0.182171,0.153176,-0.144512
21.245993,0.253932,0.221212,-0.082185
21.295997,0.008794,0.188738,-0.127180
21.325996,0.122487,0.110652,-0.114815
21.355994,0.040751,0.109729,-0.030392
21.385992,0.092747,0.084040,-0.059394
21.415971,0.060868,0.133169,-0.095444
21.455986,-0.011693,0.435056,-0.143985
21.485983,0.894088,-0.201085,-0.576151
21.525981,-0.081543,0.347675,0.099161
21.565978,0.380534,0.067516,-0.293547
21.575978,0.232045,0.091223,-0.128838
21.625961,0.085151,0.181149,-0.220197
21.655962,0.167491,0.195839,-0.118631
21.685960,-0.351537,0.155314,0.117400
21.725968,0.056631,0.188643,-0.152835
21.755967,0.183203,0.067844,-0.056299
21.785965,0.016826,0.139382,0.479434
21.835961,0.045567,-0.016242,0.302275
21.845961,0.038203,0.008293,0.303480
21.895957,0.026147,0.080912,0.104080
