time_tick,acc_X_value,acc_Y_value,acc_Z_value
4.390196,-0.033071,-3.682114,-9.029156
4.423227,0.002095,-3.658471,-9.052650
4.456847,0.031874,-3.695283,-9.101733
4.490190,-0.568194,-4.473127,-8.646669
4.523089,0.078263,-3.874106,-9.172963
4.556866,0.050729,-3.717580,-9.082429
4.590232,0.557869,-3.383128,-9.162638
4.623222,0.298687,-3.677326,-9.030802
4.656936,0.065993,-3.683611,-9.088714
4.690505,1.203429,-3.607293,-9.206483
4.723018,0.389820,-4.066996,-8.989351
4.756853,0.248557,-3.923488,-8.890587
4.790193,0.473770,-3.798088,-8.951043
4.822924,0.556073,-3.935460,-9.087667
4.856769,0.928235,-3.680319,-8.856618
4.890226,0.687759,-3.920944,-9.158897
4.923232,0.192890,-3.889819,-9.115650
4.956852,0.284621,-3.951322,-9.184336
4.990203,0.504446,-3.708452,-9.096795
5.023096,-0.586451,-3.299328,-9.032448
5.056924,0.453418,-3.700221,-7.719631
5.091399,1.031638,-3.935011,-8.969149
5.123111,1.023857,-3.901192,-8.714008
5.156789,3.423082,-3.790157,-9.155604
5.190143,1.772670,-3.258475,-9.118493
5.223717,0.756295,-2.986275,-9.482874
5.256792,-0.292402,-2.525823,-9.531956
5.290180,-2.283851,-1.937427,-9.449653
5.322981,-3.079502,-2.549317,-9.837827
5.356789,-0.666809,-2.921928,-9.449054
5.390166,-0.811813,-3.223908,-9.270979
5.423252,0.306618,-3.759629,-9.210224
5.456846,1.136389,-3.997113,-8.803345
5.490211,-1.597588,-3.825472,-8.872779
5.523274,-0.060306,-4.034972,-8.996684
5.557217,-0.219825,-3.855551,-9.123431
5.589515,-2.353135,-3.262665,-9.069859
5.623538,-1.476826,-3.137863,-9.343706
5.657101,-2.841420,-2.761661,-9.524175
5.690250,-2.779917,-2.442921,-9.606928
5.723881,-0.023494,-2.991512,-9.305696
5.756855,-0.044444,-2.964726,-9.327395
5.790179,0.921052,-3.254435,-8.966306
5.823423,2.297468,-3.995317,-8.801998
5.856895,1.009042,-4.181772,-9.217557
5.890309,2.004617,-3.957457,-8.819057
5.923672,2.308542,-4.189105,-9.179697
5.956847,-0.058061,-3.768009,-9.042325
5.990183,0.437257,-3.755439,-8.834920
6.024277,-0.164607,-3.614476,-9.445912
6.056846,0.672944,-3.207597,-9.022572
6.090184,0.935119,-3.539205,-8.973788
6.122991,1.434477,-3.903137,-8.911986
6.156783,1.345589,-3.530077,-8.777606
6.190181,1.686775,-3.902538,-8.882207
6.223574,0.063149,-3.940248,-9.255117
6.256934,0.201868,-3.827268,-8.733013
6.290223,-0.054320,-3.282568,-9.014790
6.322978,-1.706379,-3.650689,-8.626916
6.356851,-1.725234,-3.771900,-9.266939
6.390690,-0.785027,-3.381631,-9.120139
6.423925,-0.030378,-2.633267,-9.202143
6.456943,1.438667,-1.659989,-10.346613
6.490242,2.149322,-1.371777,-10.232585
6.523523,0.955171,-2.376629,-9.529113
6.556975,-2.570118,-2.696267,-9.321558
6.590398,-5.366495,-3.402881,-9.293725
6.624187,-1.137735,-4.294304,-8.489394
6.656754,1.749326,-4.670955,-8.964810
6.690123,-2.776326,-4.475372,-8.437767
6.723332,-2.159647,-4.927443,-8.310271
6.756962,0.261127,-3.477253,-8.516030
6.790193,-1.984116,-3.152977,-9.351487
6.822932,-2.267839,-2.885415,-9.187628
6.856891,-2.570267,-2.786950,-8.175892
6.890404,-2.368399,-4.153639,-9.401617
6.923063,-0.561760,-5.196800,-7.348367
6.956889,-1.607016,-3.573922,-9.288338
6.990213,-1.898670,-4.474623,-10.262813
7.023226,-1.089101,-2.330689,-8.531743
7.056938,-2.630873,-2.261255,-8.034180
7.090607,-2.395933,-3.250394,-9.783656
7.123836,-1.027897,-3.333596,-10.416646
7.156826,-1.923660,-3.063939,-9.843663
7.190180,-2.117597,-2.519239,-10.250691
7.223534,-1.977831,-3.788062,-8.106907
7.256007,-1.735858,-3.052417,-8.845694
7.290090,-0.684616,-4.978172,-9.921178
7.323149,-1.646372,-5.010944,-10.954313
7.356827,-2.301509,-3.728953,-8.670312
7.390108,-1.242036,-4.106502,-7.144403
7.423487,0.520159,-3.413056,-8.655797
7.456842,-0.378297,-3.451664,-8.513786
7.490120,0.288212,-2.262751,-9.987021
7.523234,-0.668455,0.339540,-9.420921
7.556625,-0.734298,-0.141712,-11.108595
7.590550,-2.474645,-0.984950,-10.100749
7.623333,-1.747830,-3.857047,-8.737203
7.656922,-0.340438,-4.307173,-7.485140
7.690178,-1.350827,-3.772199,-9.752081
7.722940,-0.821240,-1.586215,-10.839686
7.756957,-0.479606,-1.451537,-10.820532
7.790224,-1.059322,-2.731732,-9.062676
7.823310,-1.594296,-3.461092,-8.453330
7.856873,-0.717089,-4.064153,-9.899928
7.890247,-1.414724,-3.650540,-10.434303
7.923139,4.790370,-2.668433,-11.620373
7.957084,1.669566,-2.580593,-9.428254
7.990201,-0.156676,-3.273140,-9.730084
8.023202,0.905789,-4.662126,-9.834834
8.056840,1.102120,-1.614198,-10.621357
8.090134,0.759288,-1.038672,-10.686452
8.123982,-2.487964,-2.199302,-9.133158
8.156764,1.560776,-3.752895,-8.493135
8.190114,1.750074,-3.823377,-7.615629
8.223047,1.857219,-3.696330,-8.931140
8.257123,0.337445,-3.065436,-9.907111
8.290220,2.965624,-3.350206,-10.240067
8.325087,-1.422805,-4.282931,-8.306830
8.356757,-0.892022,-4.269164,-8.862753
8.390115,-0.068836,-0.995425,-8.333316
8.423246,3.381631,-4.992837,-9.572809
8.456846,-1.778357,-4.416113,-8.478769
8.490144,-3.468275,-3.163602,-11.778696
8.523275,2.055346,-3.504937,-7.637028
8.556901,5.492794,-3.844028,-8.332568
8.590256,0.537517,-3.618366,-8.281839
8.623246,-4.390075,-2.420175,-9.733525
8.656873,-1.011437,-3.095514,-9.549614
8.690181,0.229253,-2.007460,-8.529798
8.723159,0.092030,-3.679421,-8.472784
8.756848,0.170743,-3.766663,-9.774528
8.790317,-1.398563,-3.031018,-9.862667
8.823516,-0.632690,-4.402795,-8.240388
8.856715,1.967057,-7.024390,-6.377333
8.890419,-1.518277,-6.640705,-9.317518
8.923313,-1.905853,-4.916968,-9.225488
8.956851,-0.227457,-3.731646,-8.937425
8.990187,0.914169,-6.294581,-7.411217
9.023137,2.178951,-6.572917,-8.484905
9.056850,-0.043247,-4.814612,-9.418527
9.090193,-1.100923,-1.920069,-10.398239
9.123378,0.516867,-1.104365,-9.829447
9.156767,-1.736457,-0.023644,-8.942662
9.190099,-1.601628,-1.543866,-10.097607
9.223128,0.565501,-3.170335,-9.525372
9.256780,-0.013318,-3.417695,-8.638887
9.290203,0.291953,-3.690345,-8.277350
9.322947,1.080272,-3.073068,-9.533902
9.356853,1.425199,-2.929560,-8.470838
9.389848,0.352409,-3.101949,-9.288038
9.423226,0.844884,-3.379387,-9.818523
9.456850,2.794133,-3.608191,-10.102395
9.494263,1.521569,-3.317135,-9.381565
9.523106,0.501902,-3.725660,-9.588222
9.556849,2.933151,-2.692974,-9.496940
9.590115,0.485891,-3.584996,-9.793532
9.623415,-0.275942,-3.684808,-8.670013
9.656878,0.761533,-3.209093,-8.606864
9.690190,2.296720,-2.904570,-10.158212
9.723050,0.854162,-3.776090,-9.114303
9.756849,0.165655,-3.597865,-9.337870
9.790631,1.134593,-1.586963,-10.193678
9.823154,2.192718,-1.677647,-9.650474
9.856960,2.092457,-3.579160,-9.313627
9.890186,3.064538,-3.903287,-9.021973
9.923238,1.535636,-3.990229,-9.430648
9.956843,-0.429775,-2.438282,-9.316770
9.990270,5.046708,0.309911,-10.390458
10.023507,6.907518,-1.479370,-9.272027
10.056849,1.129655,-3.568086,-8.708621
10.089616,-2.046068,-5.642287,-8.230661
10.123213,2.499636,-4.307921,-9.412092
10.156849,1.412480,-3.548184,-9.401318
10.189967,-0.045043,-3.366817,-8.590553
10.223203,1.600581,-3.651288,-8.956579
10.256850,0.682521,-3.095514,-9.702849
10.289739,1.695006,-3.352750,-9.076593
10.323214,2.293577,-3.303967,-8.940717
10.356849,0.420497,-3.374448,-8.433876
10.389730,1.353670,-3.752596,-9.446660
10.423164,-1.098828,-3.562550,-9.504123
10.457440,-0.604558,-3.401534,-9.008206
10.489679,0.933772,-3.211038,-8.849734
10.523284,0.968489,-3.128735,-9.010451
10.556846,0.140964,-4.204817,-7.936463
10.593866,-0.224015,-4.210055,-8.173797
10.622987,-0.437107,-4.328273,-8.714756
10.656783,0.639724,-4.781840,-8.833124
10.690189,1.336611,-6.096753,-8.273759
10.723936,-0.175980,-5.654408,-8.890587
10.756779,-1.191607,-4.331864,-8.040914
10.790192,-1.422057,-4.147953,-9.399373
10.822917,1.038223,-3.446277,-9.433641
10.856794,1.182927,-3.434156,-9.249730
10.890091,0.730108,-3.195924,-9.597051
10.922834,0.565052,-1.885950,-8.966007
10.956780,1.734062,-2.219803,-9.222944
10.990155,2.284300,-2.618153,-9.631020
11.023532,-0.384732,-2.716319,-9.698659
11.056767,-2.090811,-2.503975,-9.291031
11.090091,-0.417055,-3.225853,-9.675314
11.122941,-0.278934,-2.389199,-9.394135
11.156783,-0.979712,-2.886762,-9.449204
11.190441,0.016311,-3.005429,-9.373335
11.222638,1.294561,-3.025182,-9.107120
11.256782,0.750310,-3.473512,-9.688932
11.290389,-2.036491,-4.301337,-9.328442
11.323153,1.267027,-4.207810,-9.511455
11.356787,2.003120,-4.757299,-8.540123
11.390186,2.073602,-3.429816,-8.154343
11.422832,1.387938,-3.678822,-10.204601
11.456851,2.204839,-3.193680,-7.868825
11.490183,1.533541,-3.905980,-7.961005
11.522924,1.812176,-3.989182,-8.812174
11.556847,-0.575078,-5.390887,-9.512503
11.590183,1.046902,-1.858715,-11.386182
11.624574,1.293364,-0.411368,-10.342423
11.656771,-2.851596,-3.638419,-9.320361
11.690123,1.331523,-4.216639,-7.769462
11.723166,3.058702,-3.252639,-7.946040
11.756848,-1.462012,-3.779382,-7.900100
11.790122,2.943177,-3.042391,-9.301806
11.823578,4.175936,-4.205116,-9.407005
11.856861,-0.423340,-4.045747,-9.334727
11.890179,-0.180469,-4.229508,-8.151650
11.923528,-0.382787,-4.817455,-8.355314
11.956723,1.846893,-3.245756,-8.864100
11.990193,-0.046988,-2.540937,-9.739511
12.023711,-0.695091,-2.512056,-9.570714
12.056798,-0.551883,-3.465431,-9.093054
12.090284,-1.881760,-2.836183,-9.599146
12.122821,-1.443007,-2.678908,-10.164348
12.156774,-0.257236,-4.515027,-8.660735
12.190114,0.063449,-3.517357,-9.358071
12.223528,0.468981,-3.300375,-9.005961
12.256851,0.918209,-2.831843,-10.320724
12.289706,-0.267861,-3.320278,-8.923508
12.323157,0.904442,-3.166445,-9.103828
12.355907,-0.060007,-3.655478,-8.752766
12.389758,0.793856,-3.338085,-8.723436
12.423535,0.520009,-2.892299,-9.671873
12.456864,1.150754,-2.509363,-9.107569
12.490701,1.095237,-2.568621,-9.388150
12.523796,1.249070,-3.390460,-9.215611
12.556783,2.788596,-2.782012,-9.214863
12.590166,2.683996,-4.465794,-9.275618
12.622685,0.933772,-4.722432,-9.054595
12.656786,0.447432,-4.413270,-9.969812
12.690285,1.329727,-3.287207,-8.719395
12.724027,1.485805,-3.998160,-8.206270
12.756756,-0.156377,-3.881139,-8.735257
12.790115,2.686989,-2.123882,-8.913931
12.823135,3.989481,-1.854525,-10.045681
12.856906,2.352537,-3.313693,-8.587859
12.890117,1.052738,-3.516310,-8.959871
12.922962,2.794133,-3.553721,-8.896423
12.956848,0.386677,-4.660330,-8.832525
12.990187,-0.415110,-2.933900,-9.436634
13.023059,0.988841,-2.836781,-10.349755
13.056848,1.107208,-2.111612,-9.598398
13.090188,0.934670,-2.315126,-9.560838
13.123236,2.759117,-3.141305,-9.288487
13.156223,3.347962,-3.908075,-8.989501
13.190262,2.525973,-4.133886,-8.700091
13.223763,2.510560,-4.127152,-7.587346
13.256344,2.686839,-5.127815,-7.936912
13.290181,1.902710,-3.844028,-7.954869
13.323401,1.593398,-3.731197,-9.393537
13.356821,0.572384,-3.625400,-9.639400
13.390225,1.154495,-4.056671,-8.336609
13.423057,1.962418,-4.326327,-8.784041
13.456778,1.316708,-4.554832,-9.106073
13.490181,0.447732,-3.576766,-9.102780
13.522873,0.288811,-3.289601,-9.931353
13.557070,1.870986,-2.186583,-9.182241
13.590120,2.313181,-3.229594,-9.298513
13.622908,2.485120,-3.358137,-9.439926
13.656748,1.797361,-3.192483,-8.420708
13.690093,1.925306,-3.565094,-8.525159
13.723084,1.992346,-4.177133,-8.409784
13.756159,1.487601,-5.477530,-7.238828
13.790081,1.643080,-3.405275,-10.386867
13.823122,1.270618,-2.361515,-8.852278
13.856791,-0.795352,-3.098208,-9.069410
13.890092,-0.360789,-3.587540,-8.923209
13.923144,1.635747,-3.580806,-8.916176
13.956846,2.116699,-4.047692,-9.338917
13.990138,2.374385,-4.534930,-8.221084
14.023270,1.579481,-5.142779,-8.511691
14.056986,1.228868,-5.898177,-8.633051
14.090141,0.992432,-4.936870,-9.170718
14.123233,1.459767,-4.566205,-8.729721
14.156847,1.340502,-5.233163,-7.887829
14.190207,0.744623,-3.870814,-9.223243
14.222950,1.362649,-1.437620,-10.282416
14.256133,0.213241,0.261277,-10.181257
14.290207,0.086494,-0.281179,-9.704345
14.323252,0.052525,-1.665376,-8.460663
14.356786,0.222968,-4.845289,-8.142671
14.390209,-1.666573,-6.304457,-7.847276
14.422914,0.173137,-5.379514,-7.734745
14.456845,2.963529,-3.211338,-9.156802
14.490195,2.406408,-2.479284,-9.190172
14.523437,1.023109,-2.972208,-9.450401
14.556852,0.801188,-4.492132,-8.527553
14.590197,0.297939,-5.729978,-7.931824
14.622843,-0.482449,-4.650604,-8.008741
14.656782,1.555987,-3.886976,-8.713410
14.690268,2.270084,-3.221813,-8.942812
14.722965,1.185621,-3.241266,-9.481976
14.756781,0.029629,-3.991127,-9.262898
14.790179,0.071080,-4.499314,-8.237695
14.823143,0.488435,-3.554170,-9.700005
14.856926,-0.816751,-3.871263,-9.074348
14.892333,-0.344179,-2.807451,-9.548567
14.923488,1.610906,-3.282867,-9.355976
14.956475,0.419748,-3.534566,-8.655348
14.990199,-0.325174,-3.348411,-9.332931
15.023491,-0.510582,-3.187544,-7.804179
15.057035,0.268759,-1.694856,-8.028793
15.090384,1.104515,-3.658171,-7.685362
15.122850,0.174334,-4.261532,-8.785537
15.156622,-0.341336,-4.808776,-7.526741
15.190182,1.133096,-3.071272,-9.701652
15.223557,1.747530,-3.672088,-8.849435
15.257102,0.227906,-2.657509,-9.002669
15.290053,-0.878105,-3.795993,-9.299711
15.322980,0.200671,-2.910855,-9.740858
15.356838,-0.149493,-4.549445,-8.886546
15.390218,-0.585553,-3.567637,-8.511541
15.423588,0.173885,-2.457586,-9.139144
15.456798,1.306533,-2.308392,-9.544227
15.490182,0.639724,-2.725597,-9.636706
15.523236,-0.927936,-3.771302,-9.747442
15.556800,1.451387,-3.489973,-9.201096
15.590281,1.166616,-3.435353,-9.259906
15.623012,1.476677,-2.849351,-8.666272
15.656779,0.807473,-2.501282,-11.201223
15.690277,1.627517,-2.993458,-9.774977
15.722878,0.934371,-3.424579,-7.494717
15.756783,1.484907,-2.726794,-9.924919
15.790177,0.184809,-6.559449,-9.101583
15.822776,4.494077,-2.169972,-9.991360
15.856783,1.674804,-4.053229,-7.442043
15.890199,0.265766,-4.792465,-9.621443
15.922858,1.874128,-3.671340,-7.191840
15.956783,1.930693,-3.171832,-10.343769
15.990172,0.358993,-2.430650,-9.673369
16.024595,0.867480,-5.643933,-8.715804
16.056758,-3.545341,-3.268801,-6.801721
16.090204,-0.175531,-6.321517,-11.043051
16.123177,1.728226,-1.630061,-9.155604
16.156845,1.261640,-3.625250,-11.027189
16.190182,1.197742,-5.164178,-7.799241
16.223307,0.905340,-4.607955,-8.412627
16.256845,1.542669,-4.883448,-8.176191
16.290182,0.370366,-4.127302,-8.096432
16.323276,-0.073475,-3.941446,-8.718048
16.356845,0.588995,-2.069412,-10.345565
16.390182,0.233144,-3.101051,-8.061116
16.423391,0.933024,-3.163901,-8.964061
16.456847,0.496964,-3.639017,-9.509211
16.489565,-0.453717,-5.157893,-8.954784
16.522662,-1.354718,-4.888835,-6.791844
16.557021,0.096071,-4.392020,-8.886696
16.589923,-0.990038,-3.422484,-9.889603
16.622922,-2.463572,-5.677603,-9.855784
16.656854,0.614883,-4.369275,-9.228331
16.689565,0.654987,-5.006005,-9.030952
16.723048,-0.438753,-5.163729,-8.060368
16.756845,0.244517,-2.802513,-9.634312
16.789910,0.593185,-2.819273,-9.398475
16.823154,-0.312006,-3.155820,-10.624200
16.856182,-1.428192,-4.342489,-8.855870
16.889804,0.976271,-4.376607,-9.008954
16.922841,0.472423,-3.720872,-9.105624
16.956860,0.666809,-1.149707,-10.453009
16.990112,0.297939,-2.868655,-10.435201
17.022837,0.864637,-4.027041,-8.010986
17.056748,-0.174334,-5.089357,-8.351124
17.090091,-0.232246,-3.557312,-8.983216
17.122790,1.601778,-0.714096,-10.720870
17.156441,1.129056,-2.180148,-8.455126
17.189226,1.226324,-2.844563,-10.469619
17.222804,0.744174,-3.136217,-8.507202
17.256778,2.410299,-2.033947,-9.753129
17.290281,3.316686,-2.122386,-9.422268
17.323216,1.022510,-3.716981,-8.734509
17.356847,0.978515,-4.119371,-9.073899
17.390246,3.050621,-3.231390,-8.490591
17.423124,0.592137,-4.255995,-8.703383
17.456848,1.768331,-2.067317,-10.515560
17.489944,1.334067,-3.305313,-7.260975
17.523562,1.372226,-2.287592,-9.815081
17.556771,0.646009,-4.334707,-8.664776
17.590114,0.105349,-3.379985,-9.355228
17.623096,0.383236,-1.428940,-8.813970
17.656763,-1.557933,-3.260421,-9.669329
17.690180,1.196395,-2.817926,-9.116398
17.722815,1.400508,-2.706742,-10.038647
17.756789,-2.324105,-4.057569,-8.903157
17.790187,-1.360703,-4.818054,-9.039781
17.823122,1.831929,-3.469621,-8.728523
17.856781,-1.240091,-4.688014,-7.364079
17.890180,-2.234319,-3.081298,-10.199963
17.923342,-0.556821,-3.831159,-10.063638
17.956849,-1.232459,-3.900144,-11.447536
17.989660,-0.820792,-4.574286,-9.099638
18.023343,-0.389820,-4.237888,-9.570714
18.056845,-0.140814,-2.461926,-8.798856
18.089652,0.216982,-4.039013,-9.992707
18.123523,0.905041,-2.671426,-9.411943
18.156771,0.603211,-3.091324,-13.020433
18.190115,0.680277,-3.667898,-7.384580
18.223177,0.544551,-4.206613,-3.625549
18.256827,1.767732,-2.845910,-9.105624
18.290090,1.572747,-3.556714,-8.661633
18.322849,1.091645,-4.124758,-9.421819
18.356847,1.415024,-3.978108,-11.077618
18.390002,1.826392,-3.275834,-9.097693
18.423587,1.075484,-3.543545,-8.489394
18.456353,1.567061,-2.653768,-9.165481
18.490239,1.112745,-4.785581,-9.830793
18.523085,0.697486,-3.985590,-8.685726
18.556797,1.505857,-3.432510,-8.092092
18.590494,1.293663,-4.213347,-10.429814
18.622639,1.263286,-3.192483,-8.653253
18.656848,-0.750759,-4.229658,-8.092242
18.690182,-0.515670,-3.682264,-10.003781
18.722833,-2.113258,-3.480845,-7.312153
18.756851,-0.381440,-3.697079,-9.405508
18.789625,-1.914382,-1.492838,-10.034009
18.823150,-0.416756,-1.849437,-9.157400
18.856849,-0.127346,-3.720423,-8.738849
18.889620,0.715593,-4.039911,-9.467460
18.923081,0.018556,-4.203770,-9.184934
18.956922,1.333019,-2.816430,-9.046964
18.989504,-1.519923,-5.107314,-6.623496
19.023151,1.249369,-4.066996,-9.312281
19.056851,-1.134742,-5.064965,-7.226707
19.089382,1.740796,-3.121552,-10.951020
19.123163,0.582111,-3.637521,-8.250115
19.156873,1.964513,-3.246204,-10.901189
19.189363,0.484993,-5.172708,-8.039418
19.223148,-0.091731,-4.811021,-8.201032
19.256849,0.109838,-3.515861,-8.359055
19.289258,-0.000599,-4.075376,-10.166443
19.323120,0.213092,-3.668198,-9.599894
19.356900,-0.240626,-3.421885,-6.873101
19.394949,1.317157,-1.212557,-8.568405
19.423096,-2.803561,-3.734190,-8.030439
19.456841,1.296058,-2.651823,-9.003268
19.490137,-0.002095,-3.656226,-8.898518
19.523155,0.949036,-3.454807,-9.984028
19.556843,-0.550836,-4.296548,-9.094251
19.589727,2.642844,-2.127773,-8.278248
19.623155,0.672944,-3.146093,-9.133457
19.657215,-0.104151,-3.469322,-9.000724
19.689642,0.656633,-3.937256,-10.035056
19.723231,1.732117,-3.429517,-10.387914
19.756841,-0.299436,-6.050962,-6.455896
19.789199,1.431484,-4.683974,-9.098142
19.823244,-1.124417,-4.839603,-5.965217
19.856782,2.547222,-2.228034,-10.021738
19.890105,-1.146864,-4.829726,-8.530695
19.923451,-2.248984,-3.954165,-7.166401
19.956768,-0.647954,-2.727243,-7.436057
19.990122,0.742528,-2.555752,-8.070992
20.023144,-0.984950,-2.557398,-7.364079
20.056757,-0.300333,-3.693786,-9.731580
20.090123,0.187054,-3.179164,-10.968678
20.123230,1.182479,-5.033091,-8.529049
20.156823,-0.534225,-3.503441,-8.870235
20.190101,1.186818,-4.648808,-6.812645
20.223157,3.222711,-3.672687,-10.110775
20.256856,3.180212,-3.689896,-9.034992
20.290068,0.974924,-4.105604,-8.182327
20.323122,2.727243,-2.852793,-10.548032
20.356786,2.910705,-2.743105,-9.943175
20.390109,-0.383984,-4.397108,-6.866067
20.423051,-1.021612,-5.211016,-7.846678
20.456785,2.012099,-3.160908,-9.681599
20.489457,-0.079610,-4.658984,-7.378295
20.523154,-0.643465,-4.754456,-7.770659
20.556817,0.105798,-2.685492,-9.679205
20.590105,-1.008893,-0.962653,-10.290796
20.623132,1.520821,-1.877271,-9.534201
20.656786,1.419363,-4.367030,-9.150068
