time_tick,acc_X_value,acc_Y_value,acc_Z_value
20.710699,2.051605,-3.037303,-9.068812
20.744432,4.468338,-3.660715,-17.847914
20.778138,-4.132689,-5.763797,-5.551903
20.810603,0.785625,-4.642373,-6.834942
20.844386,-1.216896,-4.711209,-8.454378
20.878140,-0.763927,-1.933237,-3.998160
20.910577,-0.155329,-4.557226,-11.244021
20.944485,-1.814271,-5.094444,-9.683694
20.978137,2.355829,-0.159669,-5.028003
21.010480,1.352174,-6.760719,-11.021502
21.044790,-1.145517,-3.333746,-8.513636
21.078169,-0.184959,-2.114305,-12.851486
21.111261,1.607913,-9.454890,-7.084845
21.144182,-0.230450,-4.322736,-6.226194
21.178114,0.787870,-1.967805,-9.566674
21.211147,-0.354504,-6.705201,-7.912371
21.244451,0.870473,-2.519239,-11.993284
21.278225,1.311022,-4.746076,-8.384644
21.312624,0.940656,-3.546388,-9.465665
21.344392,0.740134,-2.101586,-8.895675
21.378051,-1.822202,-2.835734,-10.169884
21.411117,-0.261277,-2.369596,-10.608039
21.444172,-1.657745,-5.125720,-10.884429
21.478117,0.419599,-2.376180,-8.160928
21.518272,1.663730,-3.520949,-10.060346
21.544393,0.636880,-2.419577,-12.744192
21.577619,0.258733,-0.523750,-11.632794
21.611412,-0.015563,-9.913396,-11.019407
21.644525,-1.100923,-6.278719,-4.005642
21.677877,0.179572,-5.341954,-10.269995
21.711387,-0.256787,-7.291502,-9.647780
21.744397,-1.301894,-3.726708,-6.325407
21.778176,-0.165655,-3.936956,-7.741778
21.810651,-0.915216,-6.065777,-8.155092
21.844075,-1.785989,-2.858629,-12.410488
21.877746,1.220787,-6.844219,-12.489799
21.910496,-1.670764,0.414810,-12.081723
21.944260,-4.922205,3.601307,-8.111995
21.978120,-1.019368,-4.405937,-11.042452
22.010454,-1.211809,-3.445978,-9.745497
22.044297,-0.138719,-3.362327,-9.290283
22.078037,-0.512826,-5.100879,-8.457370
22.111373,-3.634378,-1.734811,-10.079500
22.144456,-2.144234,-0.888729,-10.439840
22.177560,0.879302,-3.470819,-6.804714
22.210975,0.788319,-2.037389,-9.299860
22.244482,0.433665,-3.589934,-11.301035
22.278050,-0.409273,-0.955171,-6.514855
22.311392,1.044208,-3.612231,-8.646070
22.344139,1.028795,-6.898390,-10.272689
22.378029,-0.184360,-3.243212,-12.574646
22.411381,0.651994,-0.558467,-10.845373
22.444479,0.683270,-5.879022,-9.897085
22.478274,-0.053572,-4.864443,-8.354715
22.511160,1.606417,-1.885950,-13.716721
22.544329,0.711552,-4.185364,-10.194126
22.577253,-1.556586,-4.061310,-8.922161
22.610486,1.409188,-5.727135,-10.259371
22.644723,0.134828,-1.079973,-9.893045
22.678168,1.482513,-2.234917,-10.615222
22.710690,-0.106546,-1.186220,-14.797892
22.744461,0.603959,-2.555453,-7.687158
22.778067,-4.034673,-0.273248,4.818054
22.811381,-4.184316,7.900699,-5.326840
22.844440,0.739535,1.979178,-13.252828
22.878050,2.551562,-3.989032,-8.637391
22.911365,-2.340715,-0.903843,-15.062460
22.944461,0.142909,-0.965047,-10.771150
22.978204,-0.137522,-7.589142,-6.267346
23.011367,-3.687501,-7.059855,-5.044613
23.044115,-0.326970,-0.752405,-8.937126
23.078103,1.257001,-1.563619,-10.920344
23.111300,1.545662,-1.398264,-7.989587
23.144727,2.922078,-3.263264,-15.148206
23.178021,-1.228120,-5.977488,-9.822114
23.211339,0.440250,-2.277715,-11.325128
23.243924,2.056543,-3.314442,-11.898410
23.278008,-0.845483,-6.119499,-6.968573
23.310958,1.769229,-4.661228,-10.880838
23.344689,-3.363375,-2.138547,-9.717963
23.378014,0.196631,3.660117,-7.975969
23.411333,1.645474,-4.207062,-12.792227
23.444193,1.409188,-3.616421,-10.297230
23.478084,1.293514,-2.046218,-10.050170
23.511341,1.009192,-1.254158,-11.045595
23.544668,-0.307666,-5.522573,-11.854116
23.578033,0.692099,-2.048462,-10.627492
23.611365,1.000064,0.687909,-7.070330
23.644687,-0.372761,-6.951364,-5.726985
23.678102,0.309462,-4.468039,-8.744685
23.711359,1.396468,-1.095386,-11.809522
23.744431,-0.941404,-2.596155,-9.780663
23.778027,0.405682,-4.383790,-9.560389
23.811455,1.688870,-2.750886,-8.065755
23.844008,0.541109,-2.780516,-11.420151
23.878014,0.071380,-0.665013,-0.683270
23.911343,0.833062,-8.328378,-4.592692
23.944351,-2.373636,0.129591,-12.078730
23.978013,1.251314,3.687801,-16.786347
24.011344,1.999230,-9.568769,-11.503053
24.044675,-1.977083,-6.931611,-4.194791
24.078015,1.886100,-9.471800,-9.440824
24.110924,0.150690,-7.686260,-5.163430
24.144672,1.393625,-5.474089,-5.364400
24.178028,3.255632,-3.369061,-12.992300
24.211353,-0.525845,0.628051,-6.623496
24.244675,-0.575976,-2.548569,-9.485417
24.278001,-0.279533,-7.277585,-13.486122
24.311356,-2.847705,1.368485,-10.750349
24.344427,0.667856,3.090426,-5.669522
24.377599,0.817799,-6.258816,-8.874874
24.411347,1.795416,-4.021804,-9.488710
24.444591,-1.644426,-1.746932,-6.473105
24.477690,0.108641,-3.759480,-11.132537
24.511368,-1.186968,-5.579886,-12.338211
24.544837,-1.647120,-2.053401,-6.174118
24.578065,-0.993180,-5.615501,-6.948670
24.611346,-1.770276,-2.724399,-10.128583
24.644675,0.257386,-2.874192,-12.568960
24.678019,-0.677434,-3.583350,-7.190044
24.711380,1.538030,-2.373487,-13.177259
24.744676,0.285968,-1.454978,-7.038905
24.778036,3.262516,-3.943092,-9.202443
24.811467,0.098166,-2.938090,-10.507928
24.844723,1.211809,-2.340116,-12.354522
24.877590,3.516609,-1.861409,-14.199021
24.911339,-2.332634,2.429902,-10.180060
24.944680,1.539227,-5.106266,-7.435309
24.977998,0.384882,-6.130572,-6.186090
25.011374,0.615332,-5.058680,-7.507736
25.044722,-0.318590,-2.736670,-7.402238
25.078059,1.407542,-4.183418,-10.165844
25.111351,-0.347621,-4.996129,-10.769653
25.144149,0.558467,-4.947046,-4.567552
25.178005,1.334217,-4.357902,-11.890479
25.211334,0.389521,-4.488690,-11.453222
25.244239,-3.081448,-0.740882,-14.482594
25.278087,-1.427594,3.439693,-12.338959
25.310915,1.194450,-6.372096,-9.359568
25.344148,0.156377,-5.382956,-6.373443
25.378093,1.021762,-8.988154,-6.335583
25.411418,0.724721,-1.309376,-7.410468
25.444703,0.672645,-0.341934,-8.927698
25.477257,1.091945,-2.212321,-7.441744
25.511343,-0.963551,-1.804245,-10.037750
25.544697,-0.265167,-5.589763,-10.199065
25.578102,0.306768,-5.205779,-6.977551
25.611431,0.136325,-5.088459,-7.698232
25.644709,-2.800568,-5.813928,-9.922824
25.678054,0.691650,-1.328380,-9.065370
25.711349,1.815618,-3.218520,-9.214713
25.744295,1.161229,-3.376543,-10.933063
25.778084,0.832613,-5.548312,-7.531230
25.811377,2.213668,-5.702294,-4.848880
25.844053,4.061908,2.754927,-15.792419
25.877273,-0.187203,-10.004080,-4.073580
25.911452,1.359955,-4.361044,-9.241799
25.944720,-1.191008,-7.510430,-5.827695
25.978004,0.648852,-8.246673,-10.014705
26.010498,2.397130,-9.065669,-6.384516
26.044050,1.701590,-6.993264,-12.590209
26.078032,-1.816067,-9.849050,-7.896958
26.111363,-1.198640,-8.378509,-6.152869
26.144325,2.874940,-6.222752,-11.488239
26.178015,-1.226474,-5.807493,-9.339516
26.211465,-3.693786,-2.761062,-14.054765
26.244137,2.235366,-3.766962,-11.611844
26.277042,-1.586365,-5.556542,-3.500897
26.311339,-1.251614,1.014579,-1.673008
26.344413,0.875711,0.510432,-15.634246
26.378025,1.937427,-4.570694,-11.909184
26.411402,-2.427807,-4.261382,-9.804157
26.444418,0.941254,-1.509598,-6.441081
26.478031,2.092607,-0.686562,-7.545596
26.511429,-2.026465,-4.873422,-9.866259
26.544798,-2.382465,-6.575012,-7.782032
26.577997,-0.578520,-2.220252,-11.206311
26.611341,2.964427,1.100474,-11.912776
26.644413,-0.420347,-3.754691,-9.071804
26.678110,1.697699,-7.103551,-6.563639
26.711343,-0.637479,-2.908909,-11.215589
26.744423,-0.527192,-0.895014,-11.406384
26.777271,2.198105,-7.142009,-7.938259
26.811397,2.876586,-7.069881,-8.642030
26.844198,2.483325,-7.212191,-6.955255
26.878023,2.039484,-4.485847,-7.778889
26.911343,1.851233,-2.452498,-10.993369
26.944449,2.146927,-3.381332,-9.636108
26.978010,0.428428,0.456860,-10.709048
27.011362,2.092906,-5.895633,-7.720678
27.044441,0.610543,-3.364871,-11.866237
27.078736,-0.079161,-0.906088,-8.403649
27.111391,1.155244,-2.566077,-11.020455
27.144229,-2.303155,-2.332485,-3.321325
27.178037,0.227906,-5.446255,-8.081318
27.211413,-2.494398,-6.247892,-8.493135
27.244152,2.364059,2.714074,-17.222856
27.277147,-0.420796,0.210248,-7.741329
27.310796,-0.636282,-1.647569,-6.889112
27.344745,0.009278,-0.874064,-7.898604
27.378153,-1.613450,-2.465218,-7.704217
27.411347,2.862221,-3.056607,-5.052544
27.444752,-3.323420,4.437961,-1.701141
27.478058,2.358672,-8.014278,-2.288789
27.511371,-6.077599,-1.354867,-4.075077
27.544724,-2.506220,0.583308,-6.709990
27.578083,-1.575890,-0.726367,-9.108766
27.611376,-2.455940,6.085380,-7.076465
27.644735,2.225191,14.482295,-14.658873
27.678096,-0.921052,2.264547,-9.608574
27.711568,4.199131,8.896423,-9.168623
27.744762,0.853563,0.251400,-7.016010
27.778032,4.956623,0.525546,-6.503482
27.811367,2.303304,2.635961,-6.367307
27.844411,-3.076060,-23.647177,-13.897490
27.878174,0.772008,-2.908760,-18.972631
27.911359,-2.982085,-2.240903,-8.174994
27.944458,-0.801937,-1.954187,-12.754368
27.978062,1.038372,-7.402238,-4.453075
28.011101,3.141155,-10.807812,-2.351789
28.044434,2.338021,-6.238764,-10.566139
28.078065,2.957394,-2.577749,-10.780727
28.110623,5.019922,-2.780815,-9.832589
28.143795,-1.390482,-5.322500,-3.179763
28.178035,-1.814271,-2.406708,-11.520711
28.211457,0.133182,-1.832079,-10.145642
28.244154,0.171640,-5.564473,-10.462287
28.278116,-4.478364,-2.469109,-14.351956
28.311402,-0.248258,2.804309,-10.075909
28.344133,-0.777395,4.061908,-5.310978
28.378123,1.024605,-4.430179,-5.375923
28.410835,3.864679,-6.895996,-10.130079
28.444338,-0.750160,-0.947090,-14.149638
28.478123,4.739940,-0.019753,-5.798066
28.510717,1.723887,4.167556,-7.556670
28.544268,-1.191457,-5.268030,-9.444565
28.578278,0.108192,-8.109900,-8.959423
28.611370,-0.163560,0.620569,-5.887851
28.644420,0.597973,-5.118836,-7.525245
28.678144,-3.097160,-4.872524,-7.167897
28.710683,1.820855,0.036513,-10.812601
28.744487,-0.674291,-3.269549,-7.486487
28.778134,-1.098679,1.174697,-6.917096
28.811369,-0.316944,-6.017592,-5.265486
28.844733,-0.395357,-2.023771,-7.410319
28.878216,2.418080,-4.342489,-14.061349
28.911248,0.273996,-3.304266,-11.473274
28.944087,0.139767,-6.730491,-8.728523
28.978469,0.522852,-1.440014,-7.124800
29.011383,-3.524091,-0.840245,-7.042197
29.044705,-0.096071,-1.976634,-14.902193
29.078058,0.949335,2.306746,-11.305525
29.111360,-0.916563,-6.859184,-6.999399
29.144456,-0.060755,-8.117681,-7.260676
29.178120,1.523515,-1.877420,-10.222259
29.217558,0.290756,-4.708815,-4.647461
29.244290,0.598572,-6.448713,-8.624222
29.277127,1.399461,-1.244880,-9.212319
29.311398,-2.067317,3.042690,0.493822
29.344841,-8.063660,3.299627,-17.082940
29.378024,-6.059342,-11.802339,-12.324294
29.411370,-0.596776,-16.685787,9.966819
29.444091,1.054683,-9.934047,-13.668836
29.477947,4.301187,14.202911,-19.567312
29.511422,-0.672196,-19.117335,-26.170905
29.544449,6.184444,-0.928385,-27.610022
29.578054,-0.504895,3.691841,-4.738594
29.611496,-4.960514,-4.374213,-8.502712
29.644222,0.859399,-2.330539,-3.736435
29.678019,-3.820534,-1.764290,-7.257683
29.711432,-1.804245,-1.334665,-14.218175
29.743763,4.945550,8.407090,-7.974922
29.778044,2.829299,0.019005,-7.933919
29.811424,-0.151289,-3.622257,-10.417543
29.844853,-0.037860,-5.188420,-2.509812
29.878017,0.270405,-6.203299,-8.254604
29.911354,7.351509,-9.971308,2.237761
29.944167,3.234383,-6.799476,-9.157699
29.978024,6.269591,-2.489161,-8.660286
30.011397,-2.187481,-0.002394,-5.471545
30.044437,1.306832,-4.006690,-15.882653
30.078086,0.386977,-23.376323,22.460658
30.111014,-0.767818,-5.782054,-0.997071
30.144382,-1.743789,-5.617447,-17.356038
30.178051,-2.589721,-0.946192,13.638458
30.211297,-3.225105,-7.086641,1.341399
30.244485,-6.352642,-0.781435,-13.356531
30.277222,-0.063000,-13.505426,-8.935180
30.317330,2.843216,-2.993458,-12.932592
30.344092,3.302171,1.616293,-10.577661
30.378064,-1.003206,-13.156009,-5.336417
30.411382,-0.596926,-13.866514,-8.341247
30.444280,-0.761084,-7.355998,-10.683758
30.478052,0.719034,-0.352858,-8.432679
30.511205,-0.098914,-1.504510,-8.741093
30.544326,2.739364,-5.283892,-9.669478
30.578147,0.490679,-1.794369,-12.244684
30.610519,-1.004703,-1.972743,-8.757255
30.644124,0.047287,-2.371841,-10.290048
30.678119,-0.110287,-3.209692,-13.349198
30.710774,2.347449,-3.097759,-12.813626
30.744107,-1.932639,0.324276,-9.234616
30.778124,1.325088,-3.861536,-8.437468
30.810410,-2.347748,-4.988048,-6.658513
30.844109,-0.479755,-4.310615,-4.445144
30.878124,-2.302107,-9.583434,-6.515604
30.910831,-3.667749,-3.035806,-9.245540
30.944423,-0.477062,-4.048141,-10.801826
30.978050,-1.235751,-3.370707,-8.708172
31.011374,0.674740,-6.775084,-4.763734
31.044406,-0.917012,-3.677625,-7.366174
31.078182,-1.415173,-1.312818,-19.445353
31.111824,4.628905,-2.196010,-6.438687
31.144447,3.224806,-11.202421,-6.015646
31.178119,-1.160331,-9.902472,-10.914807
31.211255,1.157039,-3.452113,-24.146835
31.244441,-6.160950,-0.544102,-9.921926
31.278128,-2.226837,6.921585,-11.572787
31.311319,3.886078,-9.104726,-9.096795
31.344412,-1.191457,-12.952196,-1.589358
31.378119,1.931292,-17.724758,-3.776838
31.417089,-2.157552,6.847661,-28.262315
31.444128,-3.374000,7.717835,1.691714
31.477265,0.038009,0.224614,6.047071
31.511396,0.640921,-9.312879,-10.817838
31.544527,-10.822776,-6.025373,-7.988090
31.578031,7.867478,15.419957,-10.961495
31.611389,-0.787870,2.938688,-4.892127
31.644472,0.741780,2.716019,-11.165608
31.677625,-4.018811,-6.436891,-3.718777
31.711449,0.947539,-6.393196,-8.008741
31.744426,1.711017,-2.417033,-9.005812
31.778124,0.231647,-3.574820,-9.470004
31.811162,-5.836374,-2.152913,-8.812323
31.844174,-0.564902,-1.073090,-12.097734
31.878008,-1.868292,-1.766984,-9.585978
31.911368,1.171555,-1.683334,-6.944929
31.944681,-0.974924,-3.903885,-3.674183
31.978182,-2.997348,-5.285539,-4.518020
32.011356,-1.264333,-2.364807,-14.118363
32.044166,-0.886036,-4.605711,-8.329725
32.078048,0.758839,-7.212191,-7.249004
32.111398,0.835157,-5.576893,-6.219610
32.144554,-1.200286,-1.320749,-11.516820
32.178051,0.121211,-7.345823,-2.585980
32.211359,3.244858,-7.729956,-10.790753
32.244186,1.101222,2.113856,-8.077128
32.278116,4.862648,-1.884005,-9.512054
32.311185,2.689533,-6.535057,-7.354652
32.344206,-2.512206,-2.540189,-9.433791
32.378122,1.806340,-6.041235,-5.357217
32.413122,-4.851125,0.604109,-13.956749
32.444681,2.870451,-2.041279,-10.145343
32.477507,-0.080658,-8.028643,0.042499
32.511458,1.311022,-3.627046,-10.094913
32.544680,3.726109,-3.791803,-18.049334
32.578011,-0.517914,-3.596668,-11.630100
32.611342,0.564453,-7.555921,-12.056732
32.644687,-1.783894,-2.844563,-6.270488
32.678076,0.389072,-12.242439,-6.511114
32.711338,1.978878,4.542112,-13.034948
32.744672,-1.348283,2.242848,-9.005363
32.777227,0.669652,0.279683,-12.830087
32.811333,1.353221,-5.694812,-4.972186
32.844090,-1.478622,-4.726921,-4.677988
32.878018,0.578370,-2.423617,-9.008655
32.911341,-0.504446,-2.676663,-6.229337
32.944278,0.557420,-3.026529,-6.855143
32.978033,-4.140022,5.154451,-14.472718
33.011417,-0.240776,3.658171,-10.205649
33.044791,1.723587,-2.527170,-14.430369
33.078054,-2.183590,2.762708,-11.556775
33.111366,2.333682,-0.606802,-3.816494
33.144574,0.442943,-1.845098,-8.929344
33.178055,2.458484,-3.948928,-15.732562
33.211382,-1.884304,-7.906086,-1.962268
33.244263,0.494869,3.312646,-13.762063
33.278025,0.433965,0.893368,-7.239127
33.311451,3.024434,-9.530460,-1.735260
33.343873,-1.791525,-9.789492,-9.342508
33.378050,4.669907,1.799905,-12.533495
33.411504,0.076019,-4.071036,-11.914422
33.444588,1.134144,-0.692697,-8.308027
33.478045,2.503377,-0.209650,-5.792529
33.511383,0.686711,-4.371220,-7.206954
33.543852,-0.848476,1.483859,-7.179719
33.578026,2.624288,-0.488584,-11.094827
33.611207,-1.251614,-2.333682,-10.095512
33.647766,-0.034568,-3.488177,-8.103315
33.678035,-2.189875,-3.046281,-3.214630
33.711371,-1.135042,0.330561,-11.894669
33.744504,0.801488,-0.296742,-10.032362
33.778120,0.226260,-0.328766,-14.394604
33.810917,1.920967,-2.319017,-11.798598
33.844132,-0.483945,-2.209179,-6.276773
33.878117,0.095323,-5.024112,-6.298472
33.910757,-0.091581,-0.289709,-11.922652
33.944149,0.628351,-6.677368,-12.645727
33.978034,-0.757193,1.062315,-15.560472
34.011375,2.338620,1.620035,-6.213474
34.044545,-2.177604,-0.942302,-20.660154
34.078177,1.481615,4.236242,-21.065986
34.110593,-1.271666,-1.562721,-9.143783
34.144719,-1.621082,1.090149,-6.523385
34.178118,-2.154858,-3.404377,-15.869186
34.210407,-1.654003,-7.015710,-9.318865
34.244381,-3.150732,-0.383236,-3.499251
34.278118,-0.439202,-7.739384,-4.419854
34.310914,0.617576,-4.775406,-11.477464
34.344882,0.184360,-6.294132,-9.100386
34.378065,0.474368,-6.483580,-6.666893
34.411382,2.008059,-1.648766,-13.529668
34.444205,-0.954722,-1.478622,-11.252102
34.477416,3.385372,-4.765080,-10.983343
34.511360,1.068600,-3.093419,-11.244171
34.544228,0.707811,-2.902175,-11.132238
34.578113,-0.547693,-3.012911,-9.811938
34.611200,2.682799,-3.129932,-11.064300
34.644452,-0.296592,-1.727029,-8.916924
34.678842,-0.535572,-1.064560,-15.320445
34.717488,2.990914,-9.384558,-12.578088
34.744382,-3.384923,-3.797489,-7.402537
34.778128,2.669630,-4.258838,-10.043885
34.811363,-1.093441,-2.889755,-11.582065
34.844438,0.657531,-3.425327,-8.317604
34.878206,0.393112,-5.928704,-8.522615
34.910793,-2.473598,0.808371,-7.644211
34.944288,1.493437,-6.914252,-5.085765
34.978107,1.385544,-5.347940,-11.349071
35.011393,-1.350378,-8.139080,-5.696009
35.044518,1.016674,-4.830923,-17.043883
35.078582,-4.242677,2.083778,-7.407476
35.110556,-0.704369,-0.032622,-10.944137
35.144327,-1.237846,-3.252938,-6.897193
35.178244,0.495917,-0.235538,-16.905613
35.211371,1.387489,-12.865702,-4.818054
35.244151,3.049274,-12.246928,-4.720187
35.277945,-0.941104,-1.645175,-11.370619
35.311244,-0.045491,-1.693360,-9.707488
35.344252,-2.963978,-7.226707,-9.375580
35.378118,-1.879964,2.481828,-6.262707
35.411461,3.277929,-1.869040,-6.540594
35.444335,0.926888,-2.034246,-14.579712
35.477525,0.410171,-2.551861,-13.492706
35.511409,-0.382487,-0.380991,-8.744984
35.544762,1.952990,1.099427,-10.368012
35.578131,0.621318,-2.966073,-11.870726
35.611358,0.601415,-4.451279,-11.569495
35.644517,-0.767968,-1.943712,-12.854179
35.678047,1.604921,-8.556284,-1.727777
35.711358,-0.317393,-8.140277,-5.589014
35.744434,-1.583971,-1.459318,-11.592989
35.778020,-0.853264,-0.111933,-14.322925
35.811385,3.362627,1.714908,-9.917437
35.845274,-1.308777,-4.189554,-3.780280
35.878036,1.827739,-3.821282,-3.077856
35.911386,2.010752,-5.412735,-13.439882
35.944221,0.257386,-3.223010,-18.403539
35.978115,2.120740,-2.760463,-3.990678
36.010809,0.679678,-2.198255,-8.687372
36.044199,-3.716233,1.455727,-6.741714
36.078117,1.909594,-2.644041,-14.812407
36.110709,-0.318590,-9.070308,-11.945099
36.144298,-0.144106,-4.999122,-7.346272
36.178118,-2.134507,-0.408525,-6.345759
36.210720,-0.911026,-2.512954,-3.087433
36.244452,-0.580315,-4.289814,-9.300309
36.277836,2.017935,-2.608277,-13.377182
36.310605,-0.749262,-5.825001,-9.484819
36.344523,0.851618,-3.072319,-10.085336
36.378193,-1.063213,0.425734,-6.832398
36.411359,1.183376,-5.306489,-7.140812
36.444112,-1.246675,-5.397322,-14.000295
36.478055,0.346573,-4.109944,-13.603442
36.511375,-0.679828,-4.023300,-9.525971
36.544781,-2.911453,5.917930,-24.219561
36.578059,2.409401,-4.168304,-15.865145
36.611380,-2.819273,-9.734573,-8.738101
36.644868,-2.906216,-6.490912,-9.560538
36.677256,2.103980,-1.892534,-11.542260
36.711462,-1.700542,-19.264584,-7.690151
36.744460,-1.156441,-15.817259,-5.712171
36.778056,-1.620483,3.873208,-9.748340
36.811426,-2.983282,2.302556,-13.796331
36.844399,-1.406344,-1.301295,-6.651330
36.878024,0.791761,-2.157402,-4.584910
36.911399,-0.171940,-3.106139,-8.182327
36.944239,-0.863739,-6.881032,-9.358670
36.978049,0.987195,-2.752383,-6.660608
37.011423,0.191693,-2.204839,-7.921649
37.044904,0.421843,-3.468574,-10.999954
37.078053,-0.581812,-4.515177,-7.265464
37.111588,-0.184809,-0.356749,-11.019707
37.144413,1.012783,-6.618558,-6.564238
37.178049,0.251699,-5.870792,-7.859547
37.211474,-0.310808,-7.149192,-8.037173
37.244419,0.551584,-2.426760,-9.029006
37.278058,-0.314101,-4.862797,-8.569752
37.311519,0.263222,-1.135042,-9.993605
37.344341,0.311706,-6.771343,-7.967290
37.378057,0.733550,-2.669032,-9.795478
37.411436,0.738338,-0.788768,-12.605323
37.444076,0.746120,1.133246,-12.945312
37.478051,-0.754200,0.170892,-6.303859
37.511455,0.434862,-0.277887,-16.206930
37.543820,0.715593,-2.587027,-9.842466
37.578052,-1.123370,-6.219610,-9.633564
37.611818,0.697785,-6.468765,-9.706440
37.644099,-0.125401,-0.980910,-8.586662
37.678067,-1.888943,-6.071912,-6.146434
37.711389,0.633738,-1.799307,-3.702765
37.744471,2.836033,-5.975093,-16.505467
37.778113,-0.506541,-8.904803,-8.767131
37.811406,0.063449,-4.957521,-13.366707
37.844441,-0.553380,-1.632305,-9.552906
37.878107,2.042177,1.348732,-12.258002
37.911950,1.399461,-4.419854,-3.938004
37.943987,0.644213,-6.018490,-9.477037
37.978029,-0.785326,-2.795181,-14.173731
38.011357,1.009791,-4.875666,-8.865297
38.044530,0.278336,-0.694942,-5.868398
38.078244,0.789217,-3.006476,-7.892169
38.111372,-1.778057,-1.347984,-9.525671
38.144452,-0.170892,-8.296055,-12.751674
38.178200,-0.513575,-6.065627,-5.601285
38.210817,1.020266,-4.478065,-7.563403
38.244453,0.205609,-0.309312,-10.134718
38.278105,-2.322459,0.241075,-13.594912
38.311373,2.931954,-0.926290,-8.494781
38.344510,-1.585168,-0.864787,-9.487363
38.378246,-0.019304,-0.865535,-6.230534
38.410939,1.783744,-1.219291,-12.103122
38.443861,-1.685728,-4.858158,-9.971308
38.477878,1.065607,-1.679443,-9.782758
38.511257,0.599619,-1.725832,-5.444609
38.544457,-3.149236,-0.130938,-8.874276
38.578129,1.089251,-2.356727,-9.827501
38.610616,1.078926,-1.781799,-9.201096
38.644398,0.916413,-0.887981,-8.253407
38.678116,0.229103,-4.326327,-7.389518
38.711038,0.935268,-3.599960,-14.858198
38.744844,0.732203,-0.510731,-8.512738
38.777942,1.691115,0.566847,-8.483708
38.811044,1.729723,-1.794369,-10.701416
38.844071,0.829321,-3.575269,-9.992408
38.878037,0.191393,-3.088630,-13.529817
38.911377,-0.178674,-5.793726,-9.314226
38.944431,-1.231861,-5.309631,-9.947066
38.978023,0.836055,-0.567596,-8.438216
39.011161,1.445701,-4.195539,-12.556091
39.044313,0.745820,-0.340887,-11.460255
39.078051,1.393774,-2.599298,-10.637818
39.110713,0.693595,0.064047,-9.325898
39.144421,0.189448,-1.668668,-10.909270
39.178051,-0.193937,-4.938517,-9.211421
39.211378,-1.034631,-4.065649,-9.424064
39.244888,1.312818,-0.638377,-8.354566
39.278039,0.073475,-0.898456,-7.613085
39.311382,-0.955919,-1.477574,-11.331563
39.344781,0.595729,-3.076060,-8.956879
39.378039,-0.732951,-2.766449,-9.382613
39.411386,0.374706,-4.498716,-10.674630
39.444811,-0.357796,-3.338384,-11.218732
39.477975,0.820642,0.774402,-8.828036
39.511132,1.658343,-0.745820,-10.374297
39.544792,0.313951,-4.028687,-8.206419
39.577959,-1.330027,-3.315190,-10.422182
39.611385,0.190346,-1.793171,-10.493712
39.644786,-1.178737,-4.238188,-9.197355
39.677873,-1.984565,-1.986959,-9.893793
39.711386,0.035166,-0.465689,-11.024495
39.744910,0.324576,-2.657958,-8.571997
39.777773,-0.826029,-3.388066,-8.193550
39.811430,-0.646607,0.266664,-9.277563
39.844227,-0.152486,-1.708174,-9.885862
39.877742,0.043995,-1.393475,-8.444950
39.911443,0.070332,-1.671661,-9.423016
39.944183,-0.572684,-1.283188,-10.482638
39.978055,-0.598871,-0.374556,-9.289684
40.011455,-2.097396,-0.787870,-9.321409
40.044061,1.801551,-0.920304,-10.778482
40.078056,-1.289024,-2.346551,-7.237032
40.111448,0.332207,-3.782674,-9.660350
40.143771,-0.477660,-1.804095,-9.709283
40.178052,1.011287,-1.587712,-9.640298
40.211454,0.651246,-1.970498,-8.847939
40.247874,-0.459853,0.143358,-9.514747
40.278028,1.254307,-1.374470,-9.655561
40.311384,0.500855,-1.257001,-10.303067
40.344351,-0.256039,-2.836931,-8.567208
40.378135,1.430886,-1.822651,-8.280044
40.410974,0.908632,-3.150732,-10.758131
40.444350,-1.168562,-1.746632,-8.120973
40.478118,-0.730707,-1.668220,-10.005127
40.510770,0.096370,-2.147825,-8.560325
40.544145,1.474731,-3.855102,-9.414487
40.578050,-2.970263,-2.622792,-9.826603
40.611367,1.179186,-0.313502,-9.686538
40.644456,-2.333682,-3.552524,-9.953201
40.678132,-0.786823,-4.039462,-9.513850
40.710722,-0.041301,-2.572811,-10.509574
40.744295,0.830518,-1.311770,-10.719822
40.778310,0.850571,-0.603660,-9.723350
40.810653,3.161207,-0.399996,-8.821601
40.844389,0.130339,-1.969600,-9.674267
40.878205,2.502030,-2.376480,-8.509446
40.910541,1.672859,-2.365705,-11.359396
40.944785,1.799307,-2.336525,-7.461347
40.977434,1.783445,-3.063939,-10.756036
41.010592,1.679293,-2.492902,-9.531807
41.044716,0.001048,-2.347599,-10.503438
41.078028,-0.945294,-1.205224,-9.678008
41.111396,-0.601714,-2.335777,-10.273886
41.144679,0.024691,-2.034246,-10.029519
41.178025,-0.575227,-1.847941,-9.213666
41.211383,-0.601565,-0.433516,-9.392639
41.244409,-2.066719,-1.268972,-8.139828
41.278132,1.709222,-2.570866,-8.815316
41.314428,1.745136,-5.204881,-8.847041
41.344129,0.743277,-4.931633,-9.845608
41.378041,2.331437,-2.535550,-11.158276
41.411400,0.533926,-1.436123,-9.526719
41.444373,0.435611,0.111185,-10.205499
41.478144,-0.753901,-3.650091,-9.784703
41.511015,-0.890824,-3.549830,-9.230875
41.544392,1.992346,-3.330453,-8.714457
