time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
1.972436,0.096974,-0.050366,0.086246
2.012408,0.097988,-0.043960,0.061706
2.042407,0.102333,-0.050384,0.097997
2.072405,0.106651,-0.061070,0.129992
2.102404,0.094978,-0.052517,0.133247
2.142430,0.104329,-0.062100,0.066947
2.182430,0.090350,-0.048179,0.005056
2.212428,0.099000,-0.047154,0.047798
2.242428,0.096929,-0.038625,0.057462
2.272426,0.090353,-0.011912,-0.036415
2.302408,0.087137,0.003032,-0.060906
2.332426,0.087163,0.004094,-0.053421
2.362409,0.092571,-0.005532,-0.013942
2.402423,0.099209,-0.031188,0.099172
2.452397,0.102453,-0.047204,0.134343
2.482404,0.100229,-0.050384,0.106546
2.512403,0.096955,-0.037563,0.064947
2.542394,0.094793,-0.026886,0.041500
2.572402,0.092621,-0.021540,0.021229
2.602417,0.091564,-0.013006,0.013797
2.632416,0.093734,-0.014084,0.028749
2.672415,0.097020,-0.016240,0.061859
2.712413,0.097083,-0.017317,0.084290
2.742412,0.095964,-0.018372,0.067189
2.772412,0.093702,-0.015145,0.019127
2.802411,0.094749,-0.018345,0.016972
2.852394,0.090534,-0.014076,0.026613
2.882403,0.091373,-0.004441,-0.059880
2.912402,0.080476,0.007359,-0.157043
2.942399,0.078224,0.019117,-0.211469
2.972391,0.083543,0.009506,-0.201907
3.002380,0.079177,0.005267,-0.232915
3.052403,0.070252,-0.073756,0.078644
3.082404,0.105430,-0.052508,0.068068
3.112402,0.094317,-0.055782,0.272129
3.142401,0.124169,-0.041989,0.268993
3.172400,0.091899,-0.013062,0.125985
3.202399,0.087588,0.002957,0.089746
3.242398,0.095924,0.030702,-0.003059
3.272397,0.091820,0.027485,0.052484
3.302395,0.095393,0.023148,0.183880
3.352369,0.106140,0.006041,0.237207
3.382368,0.098622,0.016735,0.203077
3.412389,0.094344,0.016748,0.196667
3.442365,0.097508,0.013546,0.190238
3.472364,0.099644,0.014607,0.191312
3.512391,0.091072,0.021035,0.165706
3.542389,0.088817,0.031728,0.111274
3.572388,0.093002,0.037064,0.080316
3.612388,0.081206,0.060571,0.024888
3.642386,0.082296,0.073365,0.018548
3.672386,0.080230,0.072292,0.040980
3.702385,0.084538,0.068008,0.062325
3.742384,0.089956,0.058380,0.105009
3.782366,0.096470,0.034878,0.174328
3.812365,0.097523,0.012477,0.196643
3.842364,0.098608,0.001804,0.215816
3.872364,0.099663,0.001803,0.212611
3.922376,0.096331,-0.005633,0.175174
3.952375,0.098348,-0.019486,0.153728
3.982374,0.100385,-0.039743,0.146137
4.012373,0.099274,-0.054666,0.148192
4.042363,0.101178,-0.058900,0.077650
4.072370,0.094580,-0.042851,-0.010943
4.102364,0.092398,-0.033237,-0.039738
4.142373,0.090273,-0.037499,-0.033350
4.172371,0.094646,-0.038595,0.006176
4.222371,0.095846,-0.049287,0.063814
4.252365,0.100159,-0.050372,0.083039
4.282362,0.099117,-0.049307,0.089456
4.312360,0.088501,-0.019421,0.065049
4.342359,0.091649,-0.001287,0.028820
4.372367,0.084095,0.007281,-0.014938
4.412365,0.083006,0.004087,-0.019230
4.442364,0.090355,-0.006579,-0.041728
4.472350,0.084841,-0.035336,-0.071801
4.502363,0.092043,-0.045978,-0.143449
4.542351,0.096349,-0.059862,-0.111472
4.582348,0.088707,-0.068347,-0.164940
4.612360,0.118763,-0.059922,-0.093314
4.642341,0.105977,-0.079092,-0.074184
4.672348,0.081723,-0.081209,0.007013
4.712357,0.107326,-0.066341,0.006021
4.742355,0.070573,-0.025809,0.130194
4.772356,0.107397,-0.038794,0.353423
4.812354,0.133257,-0.032503,0.448545
4.842353,0.121724,-0.064507,0.545602
4.882352,0.129673,-0.108340,0.762257
4.912351,0.131725,-0.142466,0.775959
4.942351,0.140419,-0.140381,0.832597
4.972350,0.134965,-0.171281,0.824949
5.022347,0.103290,-0.099611,0.474894
5.032347,0.086239,-0.091037,0.459987
5.072344,0.086020,-0.050466,0.339474
5.112346,0.101731,-0.038725,0.239099
5.132342,0.089250,-0.029146,0.326769
5.172344,0.030142,0.007345,0.101537
5.212343,0.035910,0.127969,-0.246120
5.242342,0.018438,0.123814,-0.387176
5.272341,0.012347,0.138712,-0.304821
5.302312,0.012890,0.130088,-0.113614
5.332315,0.070549,0.073397,0.006797
5.362318,0.070354,0.067921,0.303800
5.402338,0.055880,-0.020652,0.551201
5.452314,0.108213,-0.075198,0.668419
5.482313,0.087776,-0.136985,0.671290
5.512311,0.116402,-0.150897,0.646632
5.542332,0.136366,-0.153031,0.560070
5.572341,0.048049,-0.053640,0.463407
5.612341,-0.069705,0.182467,-0.022487
5.642340,-0.036353,0.323312,-0.426668
5.672338,-0.060985,0.504553,-0.329504
5.712337,0.001469,0.445629,-0.027468
5.742337,0.074679,0.208528,0.518265
5.782336,0.128821,-0.117082,1.199211
5.812335,0.257728,-0.326455,1.467282
5.842334,0.244722,-0.549325,1.649836
5.882334,0.219018,-0.427640,1.458187
5.912318,0.167476,-0.365410,0.884777
5.942327,0.153861,-0.167905,0.375140
5.972313,0.024872,0.011615,0.114384
6.012330,-0.010877,0.141756,0.114039
6.042329,0.103211,0.121206,0.191897
6.082328,0.044231,0.016697,0.528971
6.102328,0.049672,0.001732,0.585516
6.142327,0.114184,-0.027142,0.473153
6.172326,0.029844,0.039220,0.320748
6.212324,0.127408,-0.023695,-0.093117
6.232321,0.170833,-0.188024,0.021364
6.272322,0.064547,-0.274217,0.184390
6.302322,0.081376,-0.183378,-0.346141
6.352316,0.047813,0.128611,-1.606274
6.382316,-0.053441,0.138456,-1.652140
6.412320,0.122940,0.130478,-1.409684
6.442312,0.014550,0.078419,-1.277455
6.472311,0.074143,0.149583,-1.015305
6.512316,-0.055064,0.264787,-0.562680
6.542315,0.005477,0.080314,-0.753895
6.572316,0.047334,0.204792,-0.431613
6.612314,0.101343,0.041516,-0.339567
6.642314,-0.017472,0.066246,-0.222941
6.672313,0.085143,0.056348,-0.077708
6.702311,0.132244,0.114869,-0.061371
6.732311,0.100336,0.073334,-0.001758
6.782283,0.125872,0.050879,0.018414
6.812309,0.117375,-0.003506,0.088635
6.832309,0.180440,0.041112,0.118783
6.872280,0.116550,-0.034478,0.204928
6.902307,0.138834,0.025219,0.110157
6.952305,0.144852,0.007133,0.007484
6.982304,0.051583,-0.008553,-0.187040
7.012304,0.107366,0.045829,-0.466692
7.042304,0.022137,0.111097,-0.559270
7.072303,0.092240,0.085367,-0.586139
7.102302,0.033543,0.073788,-0.618243
7.142301,0.117780,0.166379,-0.685067
7.172301,0.191685,0.224809,-0.606766
7.212280,0.101391,0.227111,-0.539418
7.252279,0.140660,0.249444,-0.607687
7.282288,0.167129,0.271634,-0.327634
7.312280,0.099238,0.168277,-0.123040
7.342296,0.114920,0.184114,0.117447
7.372287,0.169818,0.182826,0.318298
7.402294,0.193527,0.150725,0.450606
7.442293,0.134307,0.131592,0.608647
7.472293,0.125503,0.094325,0.556090
7.512291,0.068004,0.057121,0.598638
7.542291,0.115581,0.080536,0.458786
7.572290,0.140702,0.079484,0.315600
7.602289,0.077988,0.091341,0.337050
7.632275,0.023370,0.027515,0.305726
7.672288,0.132250,0.038958,0.384830
7.702287,0.101547,-0.016469,0.507406
7.742274,0.214797,0.069613,0.536700
7.772273,0.142203,-0.027260,0.585335
7.802258,0.094745,-0.018694,0.727499
7.852284,0.114978,-0.088075,0.809384
7.882282,0.121550,-0.079586,0.860716
7.912281,0.079749,-0.164782,0.867736
7.942251,0.147763,-0.136113,0.790948
7.972280,0.159478,-0.150007,0.807965
8.002279,0.191996,-0.160667,0.657245
8.042278,0.121736,-0.110376,0.603046
8.072277,0.146201,-0.126428,0.613637
8.102276,0.368367,-0.124735,0.489652
8.152274,0.131951,-0.240464,0.609808
8.182280,0.170995,-0.297028,0.558202
8.212270,0.111181,-0.298996,0.497303
8.242269,0.132531,-0.251052,0.460165
8.272274,0.233381,-0.237363,0.343754
8.312271,0.075399,-0.311609,0.296371
8.352255,0.253689,-0.241513,0.018913
8.372270,0.220300,-0.284043,-0.059311
8.412267,0.188117,-0.261530,-0.166026
8.442267,0.209037,-0.198581,-0.364419
8.472267,0.110737,-0.202570,-0.474469
8.502267,-0.034744,-0.189506,-0.360037
8.532265,0.100271,-0.167376,-0.455041
8.572265,0.095888,-0.082011,-0.595608
8.602264,0.174630,-0.037379,-0.663763
8.632264,0.049188,-0.061488,-0.925639
8.672237,0.002231,-0.107232,-0.908784
8.702235,0.124205,-0.005202,-0.829186
8.752249,0.069173,0.050334,-0.781855
8.782260,0.033224,0.055707,-0.703819
8.802259,0.011081,0.029054,-0.600320
8.842259,0.180512,0.125719,-0.667142
8.872258,0.139543,0.100119,-0.451443
8.902257,0.089525,0.175787,-0.175352
8.932257,0.112511,0.180966,0.027680
8.972256,0.139969,0.122098,0.376737
9.002255,0.147745,0.090027,0.521870
9.042236,0.098800,0.085865,0.537886
9.082238,0.157977,0.032471,0.449964
9.112234,0.153793,-0.020866,0.537286
9.142233,0.054600,-0.054748,0.518960
9.172232,0.080547,-0.118697,0.369017
9.212249,0.178786,-0.011230,0.338599
9.242248,0.136349,0.004841,0.370751
9.272248,0.154469,-0.006936,0.390983
9.312246,-0.032560,-0.148269,0.321869
9.342246,0.076864,-0.034340,0.107708
9.372246,0.017973,-0.069354,0.038079
9.402223,0.106000,-0.083362,-0.061386
9.452242,0.008824,-0.003095,-0.250040
9.472242,0.152995,-0.052383,-0.404204
9.502243,0.079667,-0.030907,-0.382699
9.532241,0.118370,0.055346,-0.358728
9.572227,0.059293,0.148190,-0.283411
9.602213,0.212509,0.069995,-0.228317
9.652239,0.157589,-0.027023,0.034005
9.682238,-0.018176,0.092680,0.222754
9.712236,0.180685,0.072005,0.164896
9.742236,0.132372,0.110405,0.342484
9.772235,0.123430,-0.080441,0.422640
9.802235,0.082080,0.000691,0.386768
9.832234,0.103816,-0.019522,0.201808
9.862216,0.172031,-0.022888,0.229553
9.912230,0.075492,0.022073,0.294999
9.952230,0.069597,-0.039688,0.176062
9.982210,-0.031036,-0.088439,0.049739
10.012228,0.153978,0.014654,-0.153815
10.042227,-0.050953,0.072624,-0.032711
10.072225,0.146652,0.006116,-0.101505
10.102224,0.138681,0.019911,0.065253
10.142225,0.128831,-0.072824,0.083978
10.172225,0.127884,-0.022707,0.065021
10.202223,0.127765,0.038114,-0.045765
10.242222,0.074971,0.098961,0.031512
10.272222,0.159037,0.002778,0.127125
10.302221,0.112367,-0.030214,0.225253
10.332220,0.045692,0.004004,0.320550
10.372220,0.158071,0.029256,0.485206
10.412219,0.080073,0.002809,0.425245
10.432218,0.129224,-0.105957,0.253681
10.472194,0.180527,-0.079438,0.288006
10.502193,0.008013,-0.114245,0.319909
10.552214,0.012194,-0.033174,0.199618
10.582218,0.160804,-0.126236,0.156332
10.612218,0.001895,-0.046008,0.330970
10.642218,0.093930,-0.109052,0.204523
10.672215,0.076328,-0.037626,0.288260
10.702216,0.159160,-0.076178,0.260249
10.742214,0.246676,-0.139343,0.403055
10.772213,0.198501,-0.151992,0.330341
10.802197,0.081374,-0.151727,0.328234
10.842189,0.219174,-0.052735,0.007137
10.882198,0.223058,-0.241485,0.101192
10.912196,0.408908,-0.039330,0.061658
10.942198,0.109770,-0.231559,-0.052585
10.972211,-0.014767,-0.132083,-0.155650
11.012207,0.115739,-0.097102,-0.348880
11.042205,0.078776,-0.049067,-0.303732
11.072205,0.059697,-0.054372,-0.268498
11.112187,0.052761,-0.056575,-0.093280
11.142185,0.139579,-0.070732,0.114972
11.172177,0.023004,-0.097226,0.328547
11.202200,0.031730,-0.167681,0.479880
11.232175,0.082195,-0.173198,0.627285
11.272175,0.124960,-0.231815,0.398302
11.312197,-0.055884,-0.281394,0.154462
11.342194,0.231822,-0.280837,-0.126609
11.362172,0.082667,-0.222885,-0.224554
11.402191,0.011107,-0.266247,-0.604080
11.452177,-0.055170,-0.070851,-0.919255
11.482175,0.190449,-0.042548,-1.064469
11.512190,0.087940,0.020490,-0.880323
11.542174,0.152053,0.038442,-0.824679
11.572189,0.243493,0.092483,-0.574383
11.602189,0.117796,0.129934,-0.281388
11.642189,0.043636,0.156707,-0.188267
11.682165,0.153986,0.107279,0.096715
11.702187,0.154152,0.158452,0.092722
11.742185,0.029905,0.077610,0.296384
11.782183,-0.189961,0.052417,0.504648
11.812184,0.047317,-0.002317,0.159177
11.842163,0.374154,0.247449,0.211759
11.872157,-0.009757,-0.138618,0.102881
11.912180,-0.236563,0.115591,0.157756
11.942181,0.507235,-0.168331,-0.376077
11.972178,0.170827,-0.077088,-0.109448
12.002178,-0.150019,-0.097640,-0.205646
12.042177,0.009680,-0.151332,-0.147214
12.072176,-0.015025,0.056588,-0.105463
12.102174,0.075366,0.030977,-0.468903
12.132174,0.112892,0.137343,-0.149925
12.172173,-0.007683,0.076856,-0.166256
12.212171,0.361643,0.106806,0.108416
12.242170,-0.040925,0.081062,0.106233
12.262171,-0.001131,0.148283,-0.194714
12.302155,-0.035958,0.121643,-0.060225
12.342167,0.044500,0.028736,-0.106699
12.382167,0.073658,0.108605,-0.062460
12.412166,0.073010,0.059470,0.133868
12.442166,0.068951,0.095713,0.158642
12.482147,0.026430,0.090465,0.187472
12.512151,0.056310,0.065853,0.238616
12.542136,0.080531,0.028508,0.192461
12.572144,0.176348,-0.007974,0.231771
12.612160,0.037165,0.017891,0.301396
12.642159,0.120011,0.026272,0.223425
12.682158,0.166881,-0.046372,0.314902
12.702143,0.125761,-0.029104,0.074603
12.742156,0.027233,0.007479,-0.159166
12.772155,0.239959,0.019837,-0.247832
12.802154,0.223952,0.044413,-0.288294
12.842151,0.018006,0.034109,-0.071404
12.872151,0.138433,-0.053649,0.068054
12.912145,0.108177,-0.033416,0.251948
12.952129,0.181565,0.009099,0.176303
12.972143,0.098704,-0.017412,0.270202
13.012142,0.154102,-0.043143,0.310649
13.042140,0.088089,-0.055794,0.325554
13.072130,0.105133,-0.071834,0.346831
13.102145,0.022762,-0.083319,0.231393
13.142142,0.113876,-0.088783,0.086030
13.172142,0.029134,-0.064130,0.203717
13.212141,0.017641,-0.138633,0.007781
13.242140,-0.180153,0.028174,-0.103443
13.272139,0.147729,-0.007580,-0.437079
13.302137,0.115487,-0.025767,-0.160439
13.332109,0.081089,-0.052303,-0.238574
13.372136,-0.020564,0.053436,-0.173861
13.402135,-0.013851,0.084301,-0.101037
13.442108,0.136228,0.076329,0.247202
13.472107,0.088469,0.064678,0.312326
13.502106,0.317105,-0.012592,0.307573
13.552130,0.144870,-0.084780,0.476034
13.572129,0.066612,-0.088783,0.302940
13.612128,0.149582,0.002778,0.169865
13.642127,0.141333,-0.041873,-0.044071
13.672126,0.088757,-0.005596,0.134575
13.702126,-0.138487,-0.002876,-0.020284
13.742125,0.061014,-0.017083,-0.227691
13.772124,0.241763,-0.133541,-0.533955
13.802123,0.221558,-0.012073,-0.311042
13.842101,0.203863,0.050835,-0.248721
13.882106,0.002639,0.028711,0.136921
13.912105,0.021116,-0.038419,-0.015175
13.942116,-0.021491,-0.072454,0.018839
13.972115,0.147570,-0.023904,0.240238
14.012116,0.131666,-0.056946,0.300963
14.042115,0.029854,-0.025849,0.399456
14.072114,0.090039,-0.100570,0.317828
14.112089,0.014458,-0.026801,0.237048
14.142089,0.210728,-0.127395,0.117849
14.172094,0.187872,-0.128504,0.309104
14.202084,0.223279,-0.136987,0.053686
14.232082,0.062204,-0.054440,-0.142420
14.272082,0.110414,-0.042689,-0.412688
14.312105,0.109081,0.015851,-0.214700
14.332104,0.237355,-0.034480,-0.343223
14.372101,0.076156,0.045604,0.133791
14.402100,0.040472,0.050041,-0.054226
14.452082,0.169578,-0.023896,0.122702
14.482077,0.235169,-0.113751,0.441663
14.512099,0.128150,-0.060261,0.553103
14.542081,0.160837,-0.078415,0.467518
14.572096,0.017580,-0.067505,0.616128
14.602095,0.214572,-0.149911,0.361334
14.642095,0.006257,-0.127103,0.459808
14.672094,0.171445,-0.159326,0.192475
14.712093,0.130896,-0.233888,0.249772
14.752091,0.127153,-0.297790,0.140439
14.772069,0.080051,-0.138706,-0.128997
14.812073,0.091379,-0.133335,-0.263597
14.842067,-0.018720,-0.121283,-0.421637
14.872066,0.173177,-0.026820,-0.450012
14.912086,0.035684,-0.038221,-0.484233
14.942085,0.165429,0.015913,-0.598292
14.972084,0.002282,0.049212,-0.361939
15.012083,0.211840,0.120065,-0.154318
15.042058,0.033371,0.186360,0.260653
15.082057,0.147711,0.041140,0.211747
15.112056,-0.061261,-0.035319,0.561832
15.142059,0.202384,-0.002778,0.386721
15.172053,-0.064198,0.108648,0.480353
15.212076,-0.319817,-0.128634,0.729130
15.242075,-0.180830,-0.033931,0.453954
15.272074,0.206703,-0.139158,0.209673
15.312073,0.138602,-0.209238,-0.050332
15.342071,0.015353,-0.149269,-0.032878
15.372071,0.041317,-0.372157,0.007561
15.402069,0.311786,-0.382195,-0.328056
15.432068,0.126659,-0.056637,-0.304854
15.472067,0.213394,-0.040738,-0.515274
15.502067,0.106041,-0.001234,-0.143206
15.542043,0.047334,-0.091571,-0.442859
15.572067,0.147664,0.035098,-0.508431
15.612078,0.285645,0.112552,-0.388370
15.652077,0.194675,-0.067436,-0.334846
15.672076,0.195103,-0.023774,-0.242718
15.702074,0.054690,0.138482,-0.031306
15.742074,0.197348,0.137272,-0.391419
15.772073,0.198635,0.126566,-0.304932
15.802071,0.076042,0.125624,0.002809
15.832070,0.091859,-0.022655,0.123795
15.862069,0.222372,0.095352,0.191726
15.902054,0.013416,0.076666,0.124360
15.932053,0.205502,0.159364,0.172850
15.982036,-0.113100,0.056478,0.566623
16.012063,0.071232,-0.063252,0.393899
16.042064,0.068140,-0.146289,0.169065
16.072062,0.010081,-0.134507,0.323003
16.102061,-0.019551,-0.074735,0.313722
16.132060,0.020132,-0.105631,0.090234
16.172035,-0.003837,-0.037395,0.184640
16.202057,0.083805,-0.004405,-0.098343
16.242055,0.198198,-0.133633,-0.148230
16.272055,-0.256457,-0.153941,-0.127932
16.302054,0.161736,-0.607657,-0.751303
16.342053,-0.394386,0.545510,0.288372
16.372031,-0.104356,0.145656,-0.884931
16.412049,0.708878,-0.184502,-0.932883
16.442049,0.132949,-0.021785,0.333209
16.472049,0.594632,0.294049,-0.172685
16.502047,0.031916,0.171844,-0.564280
16.542046,0.211015,-0.002466,-0.287481
16.572042,0.178114,0.030658,-0.290496
16.612028,0.055615,-0.065059,-0.196968
16.642039,-0.049790,0.004512,-0.276696
16.672031,0.431728,-0.084974,-0.442914
16.702037,0.298280,0.228465,0.141154
16.742020,0.058274,0.331305,0.230459
16.772018,0.158713,0.272353,0.417092
16.802037,0.218372,0.244479,0.460731
16.852017,0.245563,0.116497,0.445063
16.882017,0.030711,-0.024926,0.684741
16.912016,0.140057,0.094350,0.438556
16.942029,0.101056,0.082814,0.228014
16.972012,-0.033709,0.106510,0.353187
17.002028,0.110623,0.103062,0.199274
17.042028,-0.054079,-0.110850,0.203480
17.072027,0.068992,0.524339,0.029577
17.102026,0.038475,-0.031936,-0.270506
17.152010,0.077839,-0.092820,-0.209948
17.182017,0.088357,0.045671,-0.058535
17.212011,0.272945,-0.084769,-0.133020
17.242015,0.210557,0.017527,0.247930
17.272014,0.276016,-0.132931,0.237471
17.312018,0.318866,-0.085070,0.268709
17.342017,0.145823,-0.019696,0.363135
17.372017,0.175452,0.086936,0.177801
17.412008,-0.019536,-0.024604,0.260575
17.441988,0.072501,0.064713,0.313398
17.482013,0.112610,0.008146,0.261792
17.502011,0.010534,-0.227209,0.226331
17.542011,0.103012,-0.105790,0.033585
17.572009,0.146005,-0.066486,0.122473
17.602008,0.204316,-0.136802,-0.234794
17.641983,0.064470,-0.275096,-0.195988
17.671982,0.207440,-0.290400,-0.079643
17.701982,0.143211,-0.109038,-0.049783
17.741978,0.112098,0.283261,0.126541
17.782001,0.062391,-0.126114,0.359364
17.812001,0.196032,-0.129530,0.190496
17.842000,0.002949,-0.086543,0.374554
17.871998,0.024224,-0.191123,0.489369
17.901997,0.349407,-0.567941,0.006411
17.931996,0.125185,-0.023849,0.231696
17.961992,0.154476,-0.192191,-0.102597
18.001993,0.208773,-0.252938,-0.389292
18.051982,-0.101607,-0.217300,0.100334
18.081983,0.191490,-0.106898,-0.285913
18.111979,0.324288,-0.131682,-0.355531
18.141978,-0.049580,-0.109833,0.282551
18.171972,0.044501,-0.052332,-0.012051
18.201985,-0.028252,-0.179046,0.018255
18.231963,-0.250770,-0.202014,0.049167
18.271959,0.086447,-0.164147,-0.452883
18.301958,-0.137431,0.029298,-0.416507
18.351981,0.202301,0.104429,-0.832876
18.371980,0.114489,0.081068,-0.618222
18.401979,0.046085,0.142066,-0.776003
18.431977,-0.133257,0.314999,-0.421349
18.471976,-0.009898,0.477599,0.050708
18.501976,0.426267,-0.064847,-0.156454
18.541946,-0.214040,0.688865,0.612862
18.571945,-0.736545,1.003776,-0.014608
18.601944,0.620600,0.322723,-0.067824
18.641970,0.199769,-0.033801,0.616270
18.681969,0.767610,0.118817,-0.160867
18.711968,0.984100,0.608598,0.097136
18.741967,0.397544,0.191934,0.264871
18.771966,0.632879,0.041539,1.516228
18.811964,-0.586267,0.145081,0.322544
18.841963,0.223653,0.118955,-0.119067
18.871962,0.227654,0.207715,1.470226
18.911946,-0.079444,-0.006639,0.856890
18.941945,0.098940,-0.197721,0.558765
18.981961,0.454589,-0.065191,0.413029
19.011961,0.653643,-0.155057,0.144303
19.041957,-0.114869,-0.164206,0.587848
19.071953,0.367886,-0.197189,0.413393
19.111953,0.481564,0.067850,0.733225
19.141952,0.375268,-0.278087,0.127666
19.171952,-0.025869,-0.252869,0.544601
19.211929,0.078083,-0.346015,0.877425
19.241923,-0.280655,-0.382555,0.946760
19.271923,0.358357,-0.605192,-0.161544
19.301921,0.091677,-0.414098,0.518044
19.351927,0.104313,-0.362728,0.055678
19.371943,0.642688,-0.651532,-0.448215
19.411942,0.160399,-0.420398,0.007267
19.441940,0.235925,-0.381981,-0.416720
19.461941,0.055603,-0.534048,-0.367295
19.501938,0.009028,-0.434611,-0.747110
19.551936,0.201518,-0.221846,-0.715001
19.581936,-0.234501,-0.201749,-0.563065
19.601935,0.051965,-0.052000,-0.720443
19.641933,0.089150,-0.039446,-0.406254
19.671933,0.180918,0.029649,-0.419786
19.701929,0.172364,-0.048194,-0.341146
19.741930,0.255711,-0.072072,0.141649
19.771928,-0.100702,-0.037181,0.193212
19.801926,-0.121694,-0.097809,0.009107
19.851909,-0.027639,0.120415,0.230388
19.881898,0.140439,-0.077100,0.054034
19.911906,0.148433,-0.030273,0.180369
19.941902,0.124839,-0.142019,-0.102314
19.971904,-0.034483,0.001212,-0.138885
20.001912,0.106221,-0.065090,-0.364729
20.031911,-0.122739,-0.033634,-0.414720
20.071917,0.060707,0.090704,-0.455750
20.101916,0.002364,0.047065,-0.332034
20.151896,0.190162,0.121244,-0.283590
20.181895,0.238012,0.161506,0.004037
20.211894,0.093114,0.120247,0.020940
20.241909,0.031268,0.128934,-0.019600
20.271891,0.283683,0.116620,0.018737
20.301902,0.216546,0.100781,0.017598
20.331907,0.111104,0.091424,0.017572
20.371903,0.262232,0.117586,0.321123
20.411904,0.170229,0.090131,0.207737
20.441903,0.207788,0.146532,0.240092
20.471903,0.205236,0.094165,0.515468
20.501900,0.096950,-0.059071,0.444133
20.541899,0.037797,-0.023640,0.205006
20.571898,0.059679,-0.116412,0.153205
20.611925,0.005832,-0.122590,-0.043414
20.641923,0.004548,-0.146018,-0.089486
20.671922,0.057928,-0.146162,-0.041419
20.701922,0.074793,-0.109905,-0.140591
20.751925,0.119803,-0.025786,-0.141207
20.781923,0.124173,0.073388,-0.219730
20.811922,-0.034245,-0.231365,0.211361
20.841920,0.016317,-0.249523,0.049911
20.871920,-0.188956,-0.153095,0.012025
20.911894,0.121856,-0.078046,-0.106236
20.941916,0.162525,-0.145373,0.041901
20.971915,-0.023813,-0.087351,-0.028255
21.001914,0.177444,-0.037498,-0.435113
21.051892,0.128918,0.088231,-0.074338
21.081912,0.173217,-0.050294,-0.409539
21.111912,0.048875,0.070308,-0.116088
21.141910,0.183027,-0.035420,-0.350694
21.171887,-0.001644,0.081167,-0.288039
21.211907,0.139189,0.121337,-0.238702
21.241904,-0.093945,0.111188,-0.211991
21.271904,-0.034496,0.129216,-0.292041
21.301902,0.083701,0.075614,-0.226119
21.341880,0.165593,0.044336,0.134831
21.371889,0.151087,0.142438,0.154606
21.401874,0.226780,0.034691,-0.043670
21.431873,-0.245597,-0.110616,0.604201
21.471887,0.440205,-0.482685,-0.350009
21.511888,-0.003555,0.105144,0.824364
21.541888,0.299576,-0.019047,0.506276
21.571886,-0.027449,0.098875,0.674751
21.611891,0.203967,-0.079493,0.293342
21.651890,0.135541,-0.301163,0.456683
21.681888,0.344479,-0.105404,0.312399
21.711888,0.147352,-0.186895,0.001075
21.741885,0.196036,-0.147489,-0.142963
21.771884,0.164304,-0.252879,-0.305941
21.801883,0.027377,-0.030770,-0.422219
21.841882,-0.076425,0.054709,-0.340521
21.871880,0.170528,0.000830,-0.300274
21.911854,-0.009667,0.100129,0.211040
21.931877,0.151137,0.204297,0.099386
21.971851,0.271576,0.138938,0.216529
